Date,Canadian dollar   (CAD)                     ,U.S. dollar   (USD)                     
17-May-16,1.2885,1
18-May-16,1.2928,1
19-May-16,1.3116,1
20-May-16,1.3136,1
23-May-16,,1
24-May-16,1.3118,1
25-May-16,1.309,1
26-May-16,1.2981,1
27-May-16,1.3003,1
31-May-16,1.31,1
01-Jun-16,1.3091,1
02-Jun-16,1.308,1
03-Jun-16,1.2948,1
06-Jun-16,1.2856,1
07-Jun-16,1.2789,1
08-Jun-16,1.2695,1
09-Jun-16,1.2731,1
10-Jun-16,1.2736,1
13-Jun-16,1.2792,1
14-Jun-16,1.2835,1
15-Jun-16,1.2914,1
16-Jun-16,1.3041,1
17-Jun-16,1.2878,1
20-Jun-16,1.2807,1
21-Jun-16,1.2818,1
22-Jun-16,1.282,1
23-Jun-16,1.2752,1
24-Jun-16,1.2952,1
27-Jun-16,1.3078,1
28-Jun-16,,1
29-Jun-16,1.2991,1
30-Jun-16,1.3009,1
01-Jul-16,,1
05-Jul-16,1.2949,1
06-Jul-16,1.3005,1
07-Jul-16,1.2984,1
08-Jul-16,1.3073,1
11-Jul-16,1.3127,1
12-Jul-16,1.3016,1
13-Jul-16,1.2965,1
14-Jul-16,1.2915,1
15-Jul-16,1.2975,1
18-Jul-16,1.2984,1
19-Jul-16,1.3029,1
20-Jul-16,1.304,1
21-Jul-16,1.3057,1
22-Jul-16,1.3178,1
25-Jul-16,1.3225,1
26-Jul-16,1.3209,1
27-Jul-16,1.322,1
28-Jul-16,1.317,1
29-Jul-16,1.3041,1
01-Aug-16,,1
02-Aug-16,1.3089,1
03-Aug-16,1.308,1
04-Aug-16,1.3025,1
05-Aug-16,1.318,1
08-Aug-16,1.3164,1
09-Aug-16,1.3117,1
10-Aug-16,1.306,1
11-Aug-16,1.3007,1
12-Aug-16,1.2945,1
15-Aug-16,1.2922,1
16-Aug-16,1.2862,1
17-Aug-16,1.2885,1
18-Aug-16,1.2775,1
19-Aug-16,1.2878,1
22-Aug-16,1.2942,1
23-Aug-16,1.2902,1
24-Aug-16,1.294,1
25-Aug-16,1.2937,1
26-Aug-16,1.2947,1
29-Aug-16,1.3019,1
30-Aug-16,1.3076,1
31-Aug-16,1.3124,1
01-Sep-16,1.3107,1
02-Sep-16,1.2999,1
06-Sep-16,1.2843,1
07-Sep-16,1.2895,1
08-Sep-16,1.2909,1
09-Sep-16,1.3033,1
12-Sep-16,1.3077,1
13-Sep-16,1.3167,1
14-Sep-16,1.3189,1
15-Sep-16,1.3146,1
16-Sep-16,1.3213,1
19-Sep-16,1.3181,1
20-Sep-16,1.3228,1
21-Sep-16,1.3186,1
22-Sep-16,1.3039,1
23-Sep-16,1.3165,1
26-Sep-16,1.3197,1
27-Sep-16,1.3248,1
28-Sep-16,1.3242,1
29-Sep-16,1.3101,1
30-Sep-16,1.3117,1
03-Oct-16,1.3137,1
04-Oct-16,1.317,1
05-Oct-16,1.3178,1
06-Oct-16,1.321,1
07-Oct-16,1.3304,1
11-Oct-16,1.3239,1
12-Oct-16,1.3277,1
13-Oct-16,1.3219,1
14-Oct-16,1.3168,1
17-Oct-16,1.3138,1
18-Oct-16,1.3104,1
19-Oct-16,1.3107,1
20-Oct-16,1.3198,1
21-Oct-16,1.3324,1
24-Oct-16,1.3388,1
25-Oct-16,1.3334,1
26-Oct-16,1.336,1
27-Oct-16,1.3386,1
28-Oct-16,1.3385,1
31-Oct-16,1.3403,1
01-Nov-16,1.3379,1
02-Nov-16,1.339,1
03-Nov-16,1.3386,1
04-Nov-16,1.3412,1
07-Nov-16,1.3383,1
08-Nov-16,1.3337,1
09-Nov-16,1.3408,1
10-Nov-16,1.3475,1
11-Nov-16,,1
14-Nov-16,1.3582,1
15-Nov-16,1.3468,1
16-Nov-16,1.3416,1
17-Nov-16,1.3429,1
18-Nov-16,1.3519,1
21-Nov-16,1.3437,1
22-Nov-16,1.3444,1
23-Nov-16,1.347,1
28-Nov-16,1.3401,1
29-Nov-16,1.3435,1
30-Nov-16,1.3426,1
01-Dec-16,1.3331,1
02-Dec-16,1.3298,1
05-Dec-16,1.3272,1
06-Dec-16,1.3281,1
07-Dec-16,1.3252,1
08-Dec-16,1.3221,1
09-Dec-16,1.3164,1
12-Dec-16,1.314,1
13-Dec-16,1.312,1
14-Dec-16,1.3123,1
15-Dec-16,1.3397,1
16-Dec-16,1.3338,1
19-Dec-16,1.3397,1
20-Dec-16,1.3378,1
21-Dec-16,1.3401,1
22-Dec-16,1.3468,1
23-Dec-16,1.3535,1
27-Dec-16,,1
28-Dec-16,1.3556,1
29-Dec-16,1.3488,1
30-Dec-16,1.3427,1
03-Jan-17,1.3438,1
04-Jan-17,1.3293,1
05-Jan-17,1.3216,1
06-Jan-17,1.3216,1
09-Jan-17,1.3222,1
10-Jan-17,1.3208,1
11-Jan-17,1.3232,1
12-Jan-17,1.313,1
13-Jan-17,1.3135,1
17-Jan-17,1.306,1
18-Jan-17,1.3177,1
19-Jan-17,1.3329,1
23-Jan-17,1.3289,1
24-Jan-17,1.3152,1
25-Jan-17,1.3075,1
26-Jan-17,1.3104,1
27-Jan-17,1.3108,1
30-Jan-17,1.3093,1
31-Jan-17,1.303,1
01-Feb-17,1.3089,1
02-Feb-17,1.3019,1
03-Feb-17,1.3004,1
06-Feb-17,1.3117,1
07-Feb-17,1.3167,1
08-Feb-17,1.3157,1
09-Feb-17,1.3141,1
10-Feb-17,1.3074,1
13-Feb-17,1.3071,1
14-Feb-17,1.3093,1
15-Feb-17,1.3084,1
16-Feb-17,,1
17-Feb-17,1.3116,1
21-Feb-17,1.3149,1
22-Feb-17,1.3187,1
23-Feb-17,1.3109,1
24-Feb-17,1.3104,1
27-Feb-17,1.3101,1
28-Feb-17,1.3248,1
01-Mar-17,1.3338,1
02-Mar-17,1.3387,1
03-Mar-17,1.3405,1
06-Mar-17,1.3404,1
07-Mar-17,1.3417,1
08-Mar-17,1.3475,1
09-Mar-17,1.3513,1
10-Mar-17,1.3464,1
13-Mar-17,1.3447,1
14-Mar-17,,1
15-Mar-17,1.3428,1
16-Mar-17,1.3319,1
17-Mar-17,1.3337,1
20-Mar-17,1.3358,1
21-Mar-17,1.3317,1
22-Mar-17,1.336,1
23-Mar-17,1.3336,1
24-Mar-17,1.3374,1
27-Mar-17,1.3373,1
28-Mar-17,1.3374,1
29-Mar-17,1.3364,1
30-Mar-17,1.3304,1
31-Mar-17,1.331,1
03-Apr-17,1.3384,1
04-Apr-17,1.3425,1
05-Apr-17,1.3409,1
06-Apr-17,1.3418,1
07-Apr-17,1.3395,1
10-Apr-17,1.3349,1
11-Apr-17,1.3332,1
12-Apr-17,1.33,1
13-Apr-17,1.3275,1
14-Apr-17,,1
17-Apr-17,1.3289,1
18-Apr-17,1.3377,1
19-Apr-17,1.346,1
20-Apr-17,1.3482,1
21-Apr-17,1.3506,1
24-Apr-17,1.3492,1
25-Apr-17,1.3592,1
26-Apr-17,1.3593,1
27-Apr-17,1.3624,1
28-Apr-17,1.3662,1
01-May-17,,1
02-May-17,1.372,1
03-May-17,1.3714,1
04-May-17,,1
05-May-17,1.3712,1
08-May-17,1.3705,1
09-May-17,1.3728,1
10-May-17,1.3672,1
11-May-17,1.3707,1
12-May-17,1.3714,1
15-May-17,1.3641,1
16-May-17,1.3596,1
17-May-17,1.3614,1
18-May-17,1.3611,1
19-May-17,1.3544,1
22-May-17,,1
23-May-17,1.349,1
24-May-17,1.346,1
25-May-17,1.3453,1
26-May-17,1.3456,1
30-May-17,1.3469,1
31-May-17,1.35,1
01-Jun-17,1.35,1
02-Jun-17,1.3504,1
05-Jun-17,1.3483,1
06-Jun-17,1.3461,1
07-Jun-17,1.3492,1
08-Jun-17,1.3503,1
09-Jun-17,1.3453,1
12-Jun-17,1.3415,1
13-Jun-17,1.3238,1
14-Jun-17,1.3209,1
15-Jun-17,1.3283,1
16-Jun-17,1.3232,1
19-Jun-17,1.322,1
20-Jun-17,1.3267,1
21-Jun-17,1.331,1
22-Jun-17,1.3241,1
23-Jun-17,1.3268,1
26-Jun-17,1.3238,1
27-Jun-17,1.3188,1
28-Jun-17,1.306,1
29-Jun-17,1.3015,1
30-Jun-17,1.2977,1
03-Jul-17,,1
05-Jul-17,1.2982,1
06-Jul-17,1.2946,1
07-Jul-17,1.2887,1
10-Jul-17,1.2888,1
11-Jul-17,1.292,1
12-Jul-17,1.2794,1
13-Jul-17,1.2743,1
14-Jul-17,1.2672,1
17-Jul-17,1.2669,1
18-Jul-17,1.2628,1
19-Jul-17,1.2595,1
20-Jul-17,1.2585,1
21-Jul-17,1.2549,1
24-Jul-17,1.2512,1
25-Jul-17,,1
26-Jul-17,1.2505,1
27-Jul-17,1.252,1
28-Jul-17,1.2447,1
31-Jul-17,1.2485,1
01-Aug-17,1.2514,1
02-Aug-17,1.256,1
03-Aug-17,1.2578,1
04-Aug-17,1.2638,1
07-Aug-17,,1
08-Aug-17,1.2672,1
09-Aug-17,1.2705,1
10-Aug-17,1.2711,1
11-Aug-17,1.2685,1
14-Aug-17,1.2705,1
15-Aug-17,1.2755,1
16-Aug-17,1.2699,1
17-Aug-17,1.2647,1
18-Aug-17,1.2586,1
21-Aug-17,1.2575,1
22-Aug-17,1.2552,1
23-Aug-17,1.2564,1
24-Aug-17,1.2529,1
25-Aug-17,1.2492,1
28-Aug-17,1.2482,1
29-Aug-17,1.2515,1
30-Aug-17,1.2605,1
31-Aug-17,1.2536,1
01-Sep-17,1.239,1
05-Sep-17,1.2371,1
06-Sep-17,1.2264,1
07-Sep-17,1.2148,1
08-Sep-17,1.2132,1
11-Sep-17,1.2128,1
12-Sep-17,1.2159,1
13-Sep-17,1.2187,1
14-Sep-17,1.2198,1
15-Sep-17,1.2182,1
18-Sep-17,1.2238,1
19-Sep-17,1.2277,1
20-Sep-17,1.2273,1
21-Sep-17,1.2339,1
22-Sep-17,1.2317,1
25-Sep-17,1.2341,1
26-Sep-17,1.237,1
27-Sep-17,1.2412,1
28-Sep-17,,1
29-Sep-17,1.248,1
02-Oct-17,1.2505,1
03-Oct-17,1.25,1
04-Oct-17,1.2479,1
05-Oct-17,1.2548,1
06-Oct-17,,1
10-Oct-17,1.2501,1
11-Oct-17,1.2498,1
12-Oct-17,1.2472,1
13-Oct-17,1.2487,1
16-Oct-17,1.2529,1
17-Oct-17,1.2548,1
18-Oct-17,1.2486,1
19-Oct-17,1.2478,1
20-Oct-17,1.2601,1
23-Oct-17,1.2644,1
24-Oct-17,1.2666,1
25-Oct-17,1.2771,1
26-Oct-17,1.2831,1
27-Oct-17,,1
30-Oct-17,1.2837,1
31-Oct-17,1.2893,1
01-Nov-17,1.2885,1
02-Nov-17,1.2822,1
03-Nov-17,1.2764,1
06-Nov-17,1.2746,1
07-Nov-17,1.2785,1
08-Nov-17,1.2729,1
09-Nov-17,1.2692,1
10-Nov-17,1.2683,1
13-Nov-17,,1
14-Nov-17,1.2733,1
15-Nov-17,1.2773,1
16-Nov-17,1.2745,1
17-Nov-17,1.2783,1
20-Nov-17,1.2793,1
21-Nov-17,1.2778,1
22-Nov-17,1.2729,1
27-Nov-17,1.2735,1
28-Nov-17,1.2807,1
29-Nov-17,1.2853,1
30-Nov-17,1.2888,1
01-Dec-17,1.2729,1
04-Dec-17,1.2695,1
05-Dec-17,1.268,1
06-Dec-17,1.2757,1
07-Dec-17,1.2843,1
08-Dec-17,1.286,1
11-Dec-17,1.2854,1
12-Dec-17,1.2871,1
13-Dec-17,1.2852,1
14-Dec-17,1.2805,1
15-Dec-17,1.2834,1
18-Dec-17,1.2865,1
19-Dec-17,1.2886,1
20-Dec-17,1.2842,1
21-Dec-17,1.2734,1
22-Dec-17,,1
26-Dec-17,,1
27-Dec-17,1.2641,1
28-Dec-17,1.2588,1
29-Dec-17,,1
02-Jan-18,1.2517,1
03-Jan-18,1.2533,1
04-Jan-18,1.2515,1
05-Jan-18,1.2403,1
08-Jan-18,1.2422,1
09-Jan-18,1.2454,1
10-Jan-18,1.2496,1
11-Jan-18,1.2535,1
12-Jan-18,1.2504,1
16-Jan-18,1.2419,1
17-Jan-18,1.2425,1
18-Jan-18,1.2446,1
19-Jan-18,1.2459,1
22-Jan-18,1.2458,1
23-Jan-18,1.2454,1
24-Jan-18,1.2341,1
25-Jan-18,1.2323,1
26-Jan-18,1.2321,1
29-Jan-18,1.2335,1
30-Jan-18,1.2328,1
31-Jan-18,1.2293,1
01-Feb-18,1.2288,1
02-Feb-18,1.238,1
05-Feb-18,1.2483,1
06-Feb-18,1.253,1
07-Feb-18,1.2546,1
08-Feb-18,1.2585,1
09-Feb-18,1.2609,1
12-Feb-18,1.2603,1
13-Feb-18,1.26,1
14-Feb-18,1.2562,1
15-Feb-18,1.2507,1
16-Feb-18,1.254,1
20-Feb-18,1.2622,1
21-Feb-18,1.2671,1
22-Feb-18,1.2709,1
23-Feb-18,1.2668,1
26-Feb-18,1.2686,1
27-Feb-18,1.274,1
28-Feb-18,1.2809,1
01-Mar-18,1.2851,1
02-Mar-18,1.2891,1
05-Mar-18,1.2977,1
06-Mar-18,1.2898,1
07-Mar-18,1.2947,1
08-Mar-18,1.2927,1
09-Mar-18,1.284,1
12-Mar-18,1.283,1
13-Mar-18,1.2912,1
14-Mar-18,1.2944,1
15-Mar-18,1.3032,1
16-Mar-18,1.3088,1
19-Mar-18,1.3079,1
20-Mar-18,1.3077,1
21-Mar-18,,1
22-Mar-18,1.2908,1
23-Mar-18,1.2856,1
26-Mar-18,1.2886,1
27-Mar-18,,1
28-Mar-18,1.2902,1
29-Mar-18,1.2894,1
30-Mar-18,,1
02-Apr-18,1.2908,1
03-Apr-18,1.2812,1
04-Apr-18,1.2809,1
05-Apr-18,1.2776,1
06-Apr-18,1.2764,1
09-Apr-18,1.2729,1
10-Apr-18,1.2618,1
11-Apr-18,1.2584,1
12-Apr-18,1.2596,1
13-Apr-18,1.2597,1
16-Apr-18,1.2579,1
17-Apr-18,1.2552,1
18-Apr-18,1.2614,1
19-Apr-18,1.2633,1
20-Apr-18,1.2728,1
23-Apr-18,1.2833,1
24-Apr-18,1.2828,1
25-Apr-18,1.2869,1
26-Apr-18,1.2862,1
27-Apr-18,,1
30-Apr-18,1.2836,1
01-May-18,1.2867,1
02-May-18,1.2851,1
03-May-18,1.2862,1
04-May-18,1.2861,1
07-May-18,1.2864,1
08-May-18,1.2963,1
09-May-18,1.2856,1
10-May-18,1.2775,1
11-May-18,1.2779,1
14-May-18,1.2775,1
15-May-18,1.2876,1
16-May-18,1.2809,1
17-May-18,1.2801,1
18-May-18,1.288,1
21-May-18,,1
22-May-18,1.2786,1
23-May-18,1.2876,1
24-May-18,1.2891,1
25-May-18,1.2974,1
29-May-18,1.302,1
30-May-18,1.2897,1
31-May-18,1.2948,1
01-Jun-18,1.2964,1
04-Jun-18,1.2928,1
05-Jun-18,1.2993,1
06-Jun-18,1.2913,1
07-Jun-18,1.2972,1
08-Jun-18,1.2962,1
11-Jun-18,1.2993,1
12-Jun-18,1.3004,1
13-Jun-18,1.2988,1
14-Jun-18,1.3052,1
15-Jun-18,1.3177,1
18-Jun-18,1.3208,1
19-Jun-18,1.3276,1
20-Jun-18,1.3301,1
21-Jun-18,1.331,1
22-Jun-18,1.3308,1
25-Jun-18,1.3303,1
26-Jun-18,1.3306,1
27-Jun-18,1.3307,1
28-Jun-18,1.3267,1
29-Jun-18,1.3168,1
02-Jul-18,,1
03-Jul-18,1.3154,1
05-Jul-18,1.3129,1
06-Jul-18,1.3105,1
09-Jul-18,1.3097,1
10-Jul-18,1.3125,1
11-Jul-18,1.3151,1
12-Jul-18,1.3166,1
13-Jul-18,1.3171,1
16-Jul-18,1.3137,1
17-Jul-18,1.3187,1
18-Jul-18,1.3204,1
19-Jul-18,1.3255,1
20-Jul-18,,1
23-Jul-18,1.3156,1
24-Jul-18,1.3157,1
25-Jul-18,1.3088,1
26-Jul-18,1.3065,1
27-Jul-18,1.3062,1
30-Jul-18,1.3021,1
31-Jul-18,1.3017,1
01-Aug-18,1.3002,1
02-Aug-18,1.3014,1
03-Aug-18,1.2983,1
06-Aug-18,,1
07-Aug-18,1.3023,1
08-Aug-18,1.3052,1
09-Aug-18,1.304,1
10-Aug-18,1.3113,1
13-Aug-18,1.3136,1
14-Aug-18,1.3087,1
15-Aug-18,1.3138,1
16-Aug-18,1.3152,1
17-Aug-18,1.3081,1
20-Aug-18,1.3065,1
21-Aug-18,1.3036,1
22-Aug-18,1.3016,1
23-Aug-18,1.3063,1
24-Aug-18,1.3036,1
27-Aug-18,1.2986,1
28-Aug-18,1.2917,1
29-Aug-18,1.2931,1
30-Aug-18,1.298,1
31-Aug-18,,1
04-Sep-18,1.3182,1
05-Sep-18,1.3185,1
06-Sep-18,1.3188,1
07-Sep-18,1.3164,1
10-Sep-18,1.3163,1
11-Sep-18,1.3141,1
12-Sep-18,,1
13-Sep-18,1.2997,1
14-Sep-18,1.3033,1
17-Sep-18,1.3019,1
18-Sep-18,1.2992,1
19-Sep-18,1.2947,1
20-Sep-18,1.2905,1
21-Sep-18,1.2916,1
24-Sep-18,1.2935,1
25-Sep-18,1.2948,1
26-Sep-18,1.2975,1
27-Sep-18,1.3045,1
28-Sep-18,,1
01-Oct-18,1.2803,1
02-Oct-18,1.2817,1
03-Oct-18,1.2832,1
04-Oct-18,1.29,1
05-Oct-18,,1
09-Oct-18,1.2965,1
10-Oct-18,1.2992,1
11-Oct-18,1.3038,1
12-Oct-18,1.3031,1
15-Oct-18,1.2993,1
16-Oct-18,1.2938,1
17-Oct-18,1.2994,1
18-Oct-18,1.3057,1
19-Oct-18,1.3104,1
22-Oct-18,1.3105,1
23-Oct-18,1.3098,1
24-Oct-18,1.3029,1
25-Oct-18,1.3076,1
26-Oct-18,1.3108,1
29-Oct-18,1.3119,1
30-Oct-18,1.3133,1
31-Oct-18,1.3142,1
01-Nov-18,1.3088,1
02-Nov-18,1.3105,1
05-Nov-18,1.3096,1
06-Nov-18,1.313,1
07-Nov-18,1.3096,1
08-Nov-18,1.3114,1
09-Nov-18,1.3206,1
12-Nov-18,,1
13-Nov-18,1.3241,1
14-Nov-18,1.3235,1
15-Nov-18,1.3202,1
16-Nov-18,1.3154,1
19-Nov-18,1.3182,1
20-Nov-18,1.3259,1
21-Nov-18,1.327,1
26-Nov-18,1.323,1
27-Nov-18,1.3289,1
28-Nov-18,1.3302,1
29-Nov-18,1.3275,1
30-Nov-18,1.3301,1
03-Dec-18,1.3191,1
04-Dec-18,1.3219,1
05-Dec-18,,1
06-Dec-18,1.3404,1
07-Dec-18,1.3299,1
10-Dec-18,1.3379,1
11-Dec-18,1.3402,1
12-Dec-18,1.3346,1
13-Dec-18,1.3359,1
14-Dec-18,1.3379,1
17-Dec-18,1.3399,1
18-Dec-18,1.3454,1
19-Dec-18,1.345,1
20-Dec-18,1.3495,1
21-Dec-18,1.3566,1
26-Dec-18,,1
27-Dec-18,1.3641,1
28-Dec-18,,1
02-Jan-19,1.36,1
03-Jan-19,1.3501,1
04-Jan-19,1.341,1
07-Jan-19,1.3313,1
08-Jan-19,1.3293,1
09-Jan-19,1.3221,1
10-Jan-19,1.3234,1
11-Jan-19,,1
14-Jan-19,1.3269,1
15-Jan-19,1.3266,1
16-Jan-19,1.3248,1
17-Jan-19,1.3294,1
18-Jan-19,1.326,1
22-Jan-19,1.334,1
23-Jan-19,1.3348,1
24-Jan-19,1.3351,1
25-Jan-19,1.3256,1
28-Jan-19,1.326,1
29-Jan-19,1.3266,1
30-Jan-19,1.3192,1
31-Jan-19,1.3144,1
01-Feb-19,1.3095,1
04-Feb-19,1.3127,1
05-Feb-19,1.3134,1
06-Feb-19,1.319,1
07-Feb-19,1.3285,1
08-Feb-19,1.327,1
11-Feb-19,1.3294,1
12-Feb-19,1.3248,1
13-Feb-19,1.324,1
14-Feb-19,1.3298,1
15-Feb-19,1.3266,1
19-Feb-19,1.3238,1
20-Feb-19,1.3169,1
21-Feb-19,1.3196,1
22-Feb-19,1.3173,1
25-Feb-19,1.3174,1
26-Feb-19,1.3195,1
27-Feb-19,1.3145,1
28-Feb-19,1.3169,1
01-Mar-19,1.326,1
04-Mar-19,1.3317,1
05-Mar-19,1.3345,1
06-Mar-19,1.342,1
07-Mar-19,,1
08-Mar-19,1.3422,1
11-Mar-19,1.3414,1
12-Mar-19,1.3378,1
13-Mar-19,1.3326,1
14-Mar-19,1.3327,1
15-Mar-19,1.3342,1
18-Mar-19,1.3345,1
19-Mar-19,1.3292,1
20-Mar-19,1.3317,1
21-Mar-19,1.3366,1
22-Mar-19,1.3411,1
25-Mar-19,1.342,1
26-Mar-19,1.3386,1
27-Mar-19,1.3414,1
28-Mar-19,1.3429,1
29-Mar-19,1.3363,1
01-Apr-19,1.3337,1
02-Apr-19,1.3344,1
03-Apr-19,1.3324,1
04-Apr-19,1.3357,1
05-Apr-19,1.3386,1
08-Apr-19,1.3325,1
09-Apr-19,1.3316,1
10-Apr-19,1.3326,1
11-Apr-19,1.3378,1
12-Apr-19,1.3329,1
15-Apr-19,1.3354,1
16-Apr-19,1.3361,1
17-Apr-19,1.3332,1
18-Apr-19,1.3382,1
19-Apr-19,,1
22-Apr-19,1.3353,1
23-Apr-19,1.3421,1
24-Apr-19,1.3475,1
25-Apr-19,1.3493,1
26-Apr-19,1.346,1
29-Apr-19,,1
30-Apr-19,1.3423,1
01-May-19,1.3416,1
02-May-19,1.3462,1
03-May-19,1.3429,1
06-May-19,1.3456,1
07-May-19,1.3476,1
08-May-19,1.3466,1
09-May-19,1.3483,1
10-May-19,1.3418,1
13-May-19,1.3457,1
14-May-19,1.3469,1
15-May-19,1.3451,1
16-May-19,1.3439,1
17-May-19,1.3468,1
20-May-19,,1
21-May-19,1.3413,1
22-May-19,1.341,1
23-May-19,1.3478,1
24-May-19,1.3447,1
28-May-19,1.3477,1
29-May-19,1.3514,1
30-May-19,1.3501,1
31-May-19,1.3527,1
03-Jun-19,1.347,1
04-Jun-19,1.3414,1
05-Jun-19,1.3401,1
06-Jun-19,1.3378,1
07-Jun-19,,1
10-Jun-19,1.3267,1
11-Jun-19,1.3278,1
12-Jun-19,1.3303,1
13-Jun-19,1.3324,1
14-Jun-19,1.3385,1
17-Jun-19,1.3407,1
18-Jun-19,1.3394,1
19-Jun-19,1.3343,1
20-Jun-19,1.3191,1
21-Jun-19,1.3212,1
24-Jun-19,1.3194,1
25-Jun-19,1.3174,1
26-Jun-19,1.313,1
27-Jun-19,1.3111,1
28-Jun-19,1.3087,1
01-Jul-19,,1
02-Jul-19,1.3114,1
03-Jul-19,,1
05-Jul-19,,1
08-Jul-19,1.3081,1
09-Jul-19,1.3127,1
10-Jul-19,1.3092,1
11-Jul-19,1.3071,1
12-Jul-19,1.3038,1
15-Jul-19,1.3039,1
16-Jul-19,1.3052,1
17-Jul-19,1.3053,1
18-Jul-19,1.3069,1
19-Jul-19,1.3071,1
22-Jul-19,1.3103,1
23-Jul-19,1.3142,1
24-Jul-19,1.3137,1
25-Jul-19,1.3146,1
26-Jul-19,1.3182,1
29-Jul-19,1.3159,1
30-Jul-19,1.3168,1
31-Jul-19,1.3148,1
01-Aug-19,1.3217,1
02-Aug-19,1.3225,1
05-Aug-19,,1
06-Aug-19,1.3253,1
07-Aug-19,1.3322,1
08-Aug-19,1.3257,1
09-Aug-19,1.3221,1
12-Aug-19,1.3234,1
13-Aug-19,1.3236,1
14-Aug-19,1.3311,1
15-Aug-19,1.3325,1
16-Aug-19,1.3286,1
19-Aug-19,1.3298,1
20-Aug-19,1.3323,1
21-Aug-19,1.3278,1
22-Aug-19,1.3293,1
23-Aug-19,1.331,1
26-Aug-19,1.3279,1
27-Aug-19,1.3267,1
28-Aug-19,1.3301,1
29-Aug-19,1.3296,1
30-Aug-19,,1
03-Sep-19,1.3343,1
04-Sep-19,1.3263,1
05-Sep-19,1.3228,1
06-Sep-19,1.3174,1
09-Sep-19,1.3155,1
10-Sep-19,1.3153,1
11-Sep-19,1.3181,1
12-Sep-19,1.3205,1
13-Sep-19,1.3257,1
16-Sep-19,1.3248,1
17-Sep-19,1.3257,1
18-Sep-19,1.3271,1
19-Sep-19,1.3259,1
20-Sep-19,1.3275,1
23-Sep-19,1.327,1
24-Sep-19,1.3249,1
25-Sep-19,1.327,1
26-Sep-19,1.326,1
27-Sep-19,1.3249,1
30-Sep-19,1.3243,1
01-Oct-19,1.3244,1
02-Oct-19,1.3294,1
03-Oct-19,1.333,1
04-Oct-19,,1
07-Oct-19,1.3306,1
08-Oct-19,1.3323,1
09-Oct-19,1.3324,1
10-Oct-19,1.3294,1
11-Oct-19,1.3198,1
15-Oct-19,1.3211,1
16-Oct-19,1.3201,1
17-Oct-19,1.3143,1
18-Oct-19,1.3132,1
21-Oct-19,1.3096,1
22-Oct-19,1.3094,1
23-Oct-19,1.3086,1
24-Oct-19,1.3075,1
25-Oct-19,1.3064,1
28-Oct-19,1.3056,1
29-Oct-19,1.3075,1
30-Oct-19,1.3152,1
31-Oct-19,1.316,1
01-Nov-19,1.3157,1
04-Nov-19,1.3148,1
05-Nov-19,1.3153,1
06-Nov-19,1.3179,1
07-Nov-19,1.3176,1
08-Nov-19,1.3223,1
11-Nov-19,,1
12-Nov-19,1.3228,1
13-Nov-19,1.3249,1
14-Nov-19,,1
15-Nov-19,,1
18-Nov-19,1.3214,1
19-Nov-19,1.3237,1
20-Nov-19,1.3304,1
21-Nov-19,1.3285,1
22-Nov-19,1.3287,1
25-Nov-19,1.3307,1
26-Nov-19,1.3288,1
27-Nov-19,1.3278,1
02-Dec-19,1.3297,1
03-Dec-19,1.3302,1
04-Dec-19,1.3223,1
05-Dec-19,1.3174,1
06-Dec-19,1.3255,1
09-Dec-19,1.3235,1
10-Dec-19,1.3233,1
11-Dec-19,1.3201,1
12-Dec-19,1.3182,1
13-Dec-19,1.3183,1
16-Dec-19,1.3142,1
17-Dec-19,1.316,1
18-Dec-19,1.3119,1
19-Dec-19,1.3122,1
20-Dec-19,1.3164,1
23-Dec-19,1.316,1
26-Dec-19,,1
27-Dec-19,1.3078,1
30-Dec-19,1.3059,1
02-Jan-20,1.2992,1
03-Jan-20,1.2988,1
06-Jan-20,1.297,1
07-Jan-20,1.3009,1
08-Jan-20,1.3026,1
09-Jan-20,1.3079,1
10-Jan-20,1.3051,1
13-Jan-20,1.3048,1
14-Jan-20,1.3062,1
15-Jan-20,1.305,1
16-Jan-20,1.3045,1
17-Jan-20,1.3062,1
21-Jan-20,1.3067,1
22-Jan-20,1.3116,1
23-Jan-20,1.3143,1
24-Jan-20,1.314,1
27-Jan-20,1.3182,1
28-Jan-20,1.3179,1
29-Jan-20,1.3196,1
30-Jan-20,1.3217,1
31-Jan-20,1.3233,1
03-Feb-20,1.3275,1
04-Feb-20,1.3278,1
05-Feb-20,1.3289,1
06-Feb-20,1.329,1
07-Feb-20,1.3305,1
10-Feb-20,1.3319,1
11-Feb-20,1.3292,1
12-Feb-20,1.3254,1
13-Feb-20,1.3256,1
14-Feb-20,1.3249,1
18-Feb-20,1.3258,1
19-Feb-20,1.3231,1
20-Feb-20,1.3254,1
21-Feb-20,1.3224,1
24-Feb-20,1.3279,1
25-Feb-20,1.3281,1
26-Feb-20,1.3307,1
27-Feb-20,1.3361,1
28-Feb-20,1.3429,1
