Date,Canadian dollar   (CAD)                     ,U.S. dollar   (USD)                     
03-Oct-08,1.0812,1
06-Oct-08,1.1027,1
07-Oct-08,1.1058,1
08-Oct-08,1.1249,1
09-Oct-08,1.1486,1
10-Oct-08,1.1907,1
13-Oct-08,,1
14-Oct-08,1.1602,1
15-Oct-08,1.1802,1
16-Oct-08,1.1952,1
17-Oct-08,1.1823,1
20-Oct-08,1.1976,1
21-Oct-08,1.2202,1
22-Oct-08,1.2499,1
23-Oct-08,1.2573,1
24-Oct-08,1.2732,1
27-Oct-08,1.293,1
28-Oct-08,1.2943,1
29-Oct-08,1.2308,1
30-Oct-08,1.2221,1
31-Oct-08,1.2165,1
03-Nov-08,1.1875,1
04-Nov-08,1.1499,1
05-Nov-08,1.1596,1
06-Nov-08,1.1818,1
07-Nov-08,1.1835,1
10-Nov-08,1.1942,1
11-Nov-08,,1
12-Nov-08,1.2295,1
13-Nov-08,1.2315,1
14-Nov-08,1.2247,1
17-Nov-08,1.2211,1
18-Nov-08,1.2239,1
19-Nov-08,1.237,1
20-Nov-08,1.2855,1
21-Nov-08,1.2854,1
24-Nov-08,1.225,1
25-Nov-08,,1
26-Nov-08,1.2342,1
27-Nov-08,1.2329,1
28-Nov-08,1.2372,1
01-Dec-08,1.2377,1
02-Dec-08,1.2421,1
03-Dec-08,1.2573,1
04-Dec-08,1.254,1
05-Dec-08,1.2969,1
08-Dec-08,1.2572,1
09-Dec-08,1.2603,1
10-Dec-08,1.2557,1
11-Dec-08,1.2183,1
12-Dec-08,1.2452,1
15-Dec-08,1.2352,1
16-Dec-08,1.2239,1
17-Dec-08,1.2058,1
18-Dec-08,1.1965,1
19-Dec-08,1.2275,1
22-Dec-08,1.2188,1
23-Dec-08,1.2166,1
24-Dec-08,1.2125,1
26-Dec-08,,1
29-Dec-08,1.2167,1
30-Dec-08,1.2217,1
31-Dec-08,1.2246,1
02-Jan-09,1.2107,1
05-Jan-09,1.1914,1
06-Jan-09,1.1823,1
07-Jan-09,1.1853,1
08-Jan-09,1.1888,1
09-Jan-09,1.1923,1
12-Jan-09,1.2077,1
13-Jan-09,1.2257,1
14-Jan-09,1.2383,1
15-Jan-09,1.2625,1
16-Jan-09,1.2542,1
19-Jan-09,1.2521,1
20-Jan-09,1.2605,1
21-Jan-09,1.2741,1
22-Jan-09,1.263,1
23-Jan-09,1.248,1
26-Jan-09,1.2205,1
27-Jan-09,1.2299,1
28-Jan-09,1.2098,1
29-Jan-09,1.2188,1
30-Jan-09,1.2364,1
02-Feb-09,1.2404,1
03-Feb-09,1.2337,1
04-Feb-09,1.2266,1
05-Feb-09,1.2303,1
06-Feb-09,1.2389,1
09-Feb-09,1.2192,1
10-Feb-09,1.2332,1
11-Feb-09,1.2424,1
12-Feb-09,1.2477,1
13-Feb-09,1.2433,1
16-Feb-09,1.2437,1
17-Feb-09,1.2601,1
18-Feb-09,1.2596,1
19-Feb-09,1.2595,1
20-Feb-09,1.2541,1
23-Feb-09,1.2512,1
24-Feb-09,1.247,1
25-Feb-09,1.2556,1
26-Feb-09,1.2456,1
27-Feb-09,1.2707,1
02-Mar-09,1.289,1
03-Mar-09,1.2938,1
04-Mar-09,1.2765,1
05-Mar-09,1.2877,1
06-Mar-09,1.2863,1
09-Mar-09,1.3,1
10-Mar-09,1.2797,1
11-Mar-09,1.2807,1
12-Mar-09,1.2905,1
13-Mar-09,1.2749,1
16-Mar-09,1.2724,1
17-Mar-09,1.2718,1
18-Mar-09,1.272,1
19-Mar-09,1.2325,1
20-Mar-09,1.2371,1
23-Mar-09,1.2323,1
24-Mar-09,1.2262,1
25-Mar-09,1.2245,1
26-Mar-09,1.233,1
27-Mar-09,1.2392,1
30-Mar-09,1.259,1
31-Mar-09,1.2602,1
01-Apr-09,1.2643,1
02-Apr-09,1.2384,1
03-Apr-09,1.2337,1
06-Apr-09,,1
07-Apr-09,1.2341,1
08-Apr-09,1.2354,1
09-Apr-09,1.2274,1
10-Apr-09,,1
13-Apr-09,1.2212,1
14-Apr-09,1.2092,1
15-Apr-09,1.2038,1
16-Apr-09,1.2062,1
17-Apr-09,1.2146,1
20-Apr-09,1.2343,1
21-Apr-09,1.2358,1
22-Apr-09,1.236,1
23-Apr-09,1.229,1
24-Apr-09,1.2093,1
27-Apr-09,1.2107,1
28-Apr-09,1.2238,1
29-Apr-09,1.2008,1
30-Apr-09,1.194,1
01-May-09,1.1872,1
04-May-09,1.1781,1
05-May-09,1.176,1
06-May-09,1.1731,1
07-May-09,1.1714,1
08-May-09,1.1581,1
11-May-09,1.1591,1
12-May-09,1.1676,1
13-May-09,1.1683,1
14-May-09,1.1727,1
15-May-09,1.1756,1
18-May-09,,1
19-May-09,1.1569,1
20-May-09,1.1434,1
21-May-09,1.1414,1
22-May-09,1.1233,1
25-May-09,1.1258,1
26-May-09,1.1199,1
27-May-09,1.112,1
28-May-09,1.1124,1
29-May-09,1.0961,1
01-Jun-09,1.0872,1
02-Jun-09,1.0827,1
03-Jun-09,1.0976,1
04-Jun-09,1.0999,1
05-Jun-09,,1
08-Jun-09,1.123,1
09-Jun-09,1.1041,1
10-Jun-09,1.1101,1
11-Jun-09,1.0982,1
12-Jun-09,1.1177,1
15-Jun-09,1.1341,1
16-Jun-09,1.1327,1
17-Jun-09,1.1371,1
18-Jun-09,1.1273,1
19-Jun-09,,1
22-Jun-09,1.1547,1
23-Jun-09,1.156,1
24-Jun-09,1.1461,1
25-Jun-09,1.158,1
26-Jun-09,1.1531,1
29-Jun-09,1.1583,1
30-Jun-09,1.1625,1
01-Jul-09,,1
02-Jul-09,1.1604,1
03-Jul-09,1.1621,1
06-Jul-09,1.1612,1
07-Jul-09,1.1631,1
08-Jul-09,1.1655,1
09-Jul-09,1.1622,1
10-Jul-09,1.165,1
13-Jul-09,,1
14-Jul-09,1.1368,1
15-Jul-09,1.1194,1
16-Jul-09,1.1171,1
17-Jul-09,1.1168,1
20-Jul-09,1.1067,1
21-Jul-09,1.1078,1
22-Jul-09,1.0981,1
23-Jul-09,1.0867,1
24-Jul-09,1.0842,1
27-Jul-09,1.0835,1
28-Jul-09,1.088,1
29-Jul-09,1.0889,1
30-Jul-09,1.0815,1
31-Jul-09,1.079,1
03-Aug-09,,1
04-Aug-09,1.0686,1
05-Aug-09,1.072,1
06-Aug-09,1.0759,1
07-Aug-09,1.0837,1
10-Aug-09,1.0848,1
11-Aug-09,1.0988,1
12-Aug-09,1.0875,1
13-Aug-09,1.0852,1
14-Aug-09,1.0971,1
17-Aug-09,1.1079,1
18-Aug-09,1.1036,1
19-Aug-09,1.0969,1
20-Aug-09,1.0902,1
21-Aug-09,1.0799,1
24-Aug-09,1.0742,1
25-Aug-09,1.0782,1
26-Aug-09,1.0991,1
27-Aug-09,1.096,1
28-Aug-09,1.0879,1
31-Aug-09,1.0967,1
01-Sep-09,1.1031,1
02-Sep-09,1.1065,1
03-Sep-09,1.1034,1
04-Sep-09,1.0889,1
07-Sep-09,,1
08-Sep-09,1.0764,1
09-Sep-09,1.0787,1
10-Sep-09,1.0812,1
11-Sep-09,1.0746,1
14-Sep-09,1.0857,1
15-Sep-09,1.0763,1
16-Sep-09,1.0663,1
17-Sep-09,1.0613,1
18-Sep-09,1.0724,1
21-Sep-09,1.0777,1
22-Sep-09,1.0683,1
23-Sep-09,,1
24-Sep-09,1.0869,1
25-Sep-09,1.0915,1
28-Sep-09,1.0861,1
29-Sep-09,1.0871,1
30-Sep-09,1.0722,1
01-Oct-09,1.0774,1
02-Oct-09,1.0845,1
05-Oct-09,1.0757,1
06-Oct-09,1.0571,1
07-Oct-09,1.0619,1
08-Oct-09,1.0535,1
09-Oct-09,1.0424,1
12-Oct-09,,1
13-Oct-09,1.0298,1
14-Oct-09,1.0292,1
15-Oct-09,1.0303,1
16-Oct-09,1.0389,1
19-Oct-09,1.0308,1
20-Oct-09,1.05,1
21-Oct-09,1.0412,1
22-Oct-09,1.0485,1
23-Oct-09,1.0508,1
26-Oct-09,1.0616,1
27-Oct-09,1.0648,1
28-Oct-09,1.0756,1
29-Oct-09,1.0705,1
30-Oct-09,1.0774,1
02-Nov-09,1.0743,1
03-Nov-09,1.0704,1
04-Nov-09,1.0647,1
05-Nov-09,1.0651,1
06-Nov-09,1.072,1
09-Nov-09,1.0566,1
10-Nov-09,1.0518,1
11-Nov-09,,1
12-Nov-09,1.0519,1
13-Nov-09,1.0508,1
16-Nov-09,1.046,1
17-Nov-09,1.0592,1
18-Nov-09,1.05,1
19-Nov-09,1.0638,1
20-Nov-09,1.0696,1
23-Nov-09,1.0551,1
24-Nov-09,1.0608,1
25-Nov-09,1.0501,1
26-Nov-09,1.0595,1
27-Nov-09,1.0624,1
30-Nov-09,1.0574,1
01-Dec-09,1.0432,1
02-Dec-09,1.0468,1
03-Dec-09,1.0542,1
04-Dec-09,1.0517,1
07-Dec-09,1.0511,1
08-Dec-09,1.0604,1
09-Dec-09,1.0552,1
10-Dec-09,1.0519,1
11-Dec-09,1.0585,1
14-Dec-09,1.0593,1
15-Dec-09,1.062,1
16-Dec-09,1.058,1
17-Dec-09,1.0713,1
18-Dec-09,1.0678,1
21-Dec-09,1.0594,1
22-Dec-09,1.0556,1
23-Dec-09,1.0476,1
24-Dec-09,1.0488,1
28-Dec-09,,1
29-Dec-09,1.0405,1
30-Dec-09,1.0525,1
31-Dec-09,1.0466,1
04-Jan-10,1.0378,1
05-Jan-10,1.0372,1
06-Jan-10,1.0334,1
07-Jan-10,1.0351,1
08-Jan-10,1.0344,1
11-Jan-10,1.0317,1
12-Jan-10,1.0375,1
13-Jan-10,1.0322,1
14-Jan-10,1.0261,1
15-Jan-10,1.0287,1
18-Jan-10,1.0251,1
19-Jan-10,1.0328,1
20-Jan-10,1.0478,1
21-Jan-10,1.0487,1
22-Jan-10,1.0564,1
25-Jan-10,1.0582,1
26-Jan-10,1.0606,1
27-Jan-10,1.0657,1
28-Jan-10,1.0643,1
29-Jan-10,1.065,1
01-Feb-10,1.0653,1
02-Feb-10,1.0607,1
03-Feb-10,1.0609,1
04-Feb-10,1.0734,1
05-Feb-10,1.0725,1
08-Feb-10,1.0692,1
09-Feb-10,1.069,1
10-Feb-10,1.0671,1
11-Feb-10,1.0523,1
12-Feb-10,1.0531,1
15-Feb-10,1.048,1
16-Feb-10,1.0426,1
17-Feb-10,1.0455,1
18-Feb-10,1.0452,1
19-Feb-10,1.042,1
22-Feb-10,1.0428,1
23-Feb-10,1.0517,1
24-Feb-10,1.055,1
25-Feb-10,1.0675,1
26-Feb-10,1.0526,1
01-Mar-10,1.0421,1
02-Mar-10,1.0326,1
03-Mar-10,1.0287,1
04-Mar-10,1.0309,1
05-Mar-10,1.0286,1
08-Mar-10,1.0286,1
09-Mar-10,1.0251,1
10-Mar-10,1.0243,1
11-Mar-10,1.0265,1
12-Mar-10,1.0187,1
15-Mar-10,1.0217,1
16-Mar-10,1.0148,1
17-Mar-10,1.0113,1
18-Mar-10,1.0139,1
19-Mar-10,1.0155,1
22-Mar-10,1.0193,1
23-Mar-10,1.0178,1
24-Mar-10,1.0267,1
25-Mar-10,1.0188,1
26-Mar-10,1.0285,1
29-Mar-10,1.0203,1
30-Mar-10,1.0188,1
31-Mar-10,1.0156,1
01-Apr-10,1.0075,1
02-Apr-10,,1
05-Apr-10,,1
06-Apr-10,1.0001,1
07-Apr-10,1.003,1
08-Apr-10,1.002,1
09-Apr-10,1.0055,1
12-Apr-10,1.0015,1
13-Apr-10,1.0028,1
14-Apr-10,0.9961,1
15-Apr-10,1.0014,1
16-Apr-10,1.0148,1
19-Apr-10,1.0201,1
20-Apr-10,0.9986,1
21-Apr-10,0.9984,1
22-Apr-10,1.0013,1
23-Apr-10,1.0027,1
26-Apr-10,1.0009,1
27-Apr-10,1.0173,1
28-Apr-10,1.0128,1
29-Apr-10,1.0054,1
30-Apr-10,1.0116,1
03-May-10,1.0134,1
04-May-10,1.0216,1
05-May-10,1.0266,1
06-May-10,1.0437,1
07-May-10,1.0431,1
10-May-10,1.0246,1
11-May-10,1.0195,1
12-May-10,1.0201,1
13-May-10,1.0149,1
14-May-10,1.0344,1
17-May-10,1.0405,1
18-May-10,1.033,1
19-May-10,1.0515,1
20-May-10,1.0659,1
21-May-10,1.057,1
24-May-10,,1
25-May-10,1.0778,1
26-May-10,1.0651,1
27-May-10,1.0496,1
28-May-10,1.0499,1
01-Jun-10,1.0479,1
02-Jun-10,1.0404,1
03-Jun-10,1.0416,1
04-Jun-10,1.0516,1
07-Jun-10,1.054,1
08-Jun-10,1.0518,1
09-Jun-10,1.0395,1
10-Jun-10,1.0337,1
11-Jun-10,1.0333,1
14-Jun-10,1.0253,1
15-Jun-10,1.0288,1
16-Jun-10,1.0236,1
17-Jun-10,1.0284,1
18-Jun-10,1.0238,1
21-Jun-10,1.0199,1
22-Jun-10,1.0201,1
23-Jun-10,1.0434,1
24-Jun-10,1.0432,1
25-Jun-10,1.037,1
28-Jun-10,1.0337,1
29-Jun-10,1.0529,1
30-Jun-10,1.0606,1
01-Jul-10,,1
02-Jul-10,1.0649,1
05-Jul-10,,1
06-Jul-10,1.0498,1
07-Jul-10,1.0527,1
08-Jul-10,1.0446,1
09-Jul-10,,1
12-Jul-10,1.0379,1
13-Jul-10,1.0284,1
14-Jul-10,1.0306,1
15-Jul-10,1.0403,1
16-Jul-10,1.0537,1
19-Jul-10,1.0559,1
20-Jul-10,1.0526,1
21-Jul-10,1.0427,1
22-Jul-10,1.0376,1
23-Jul-10,1.0373,1
26-Jul-10,1.0312,1
27-Jul-10,1.0357,1
28-Jul-10,1.0357,1
29-Jul-10,1.037,1
30-Jul-10,1.029,1
02-Aug-10,,1
03-Aug-10,1.0225,1
04-Aug-10,1.0185,1
05-Aug-10,1.0158,1
06-Aug-10,1.0273,1
09-Aug-10,1.0266,1
10-Aug-10,1.0348,1
11-Aug-10,1.0456,1
12-Aug-10,1.0434,1
13-Aug-10,1.0402,1
16-Aug-10,1.0432,1
17-Aug-10,,1
18-Aug-10,1.0289,1
19-Aug-10,1.0399,1
20-Aug-10,1.05,1
23-Aug-10,1.0514,1
24-Aug-10,1.0563,1
25-Aug-10,1.0642,1
26-Aug-10,1.0546,1
27-Aug-10,1.0546,1
30-Aug-10,1.0562,1
31-Aug-10,1.0639,1
01-Sep-10,1.0497,1
02-Sep-10,1.052,1
03-Sep-10,1.0411,1
07-Sep-10,1.0427,1
08-Sep-10,1.0359,1
09-Sep-10,1.0328,1
10-Sep-10,1.0358,1
13-Sep-10,1.0279,1
14-Sep-10,1.0222,1
15-Sep-10,1.0282,1
16-Sep-10,1.0274,1
17-Sep-10,1.0331,1
20-Sep-10,1.0281,1
21-Sep-10,1.0315,1
22-Sep-10,1.0327,1
23-Sep-10,1.031,1
24-Sep-10,1.0263,1
27-Sep-10,1.026,1
28-Sep-10,1.0306,1
29-Sep-10,1.03,1
30-Sep-10,1.0298,1
01-Oct-10,1.0215,1
04-Oct-10,1.0234,1
05-Oct-10,1.0168,1
06-Oct-10,1.0073,1
07-Oct-10,1.0166,1
08-Oct-10,1.0136,1
12-Oct-10,1.011,1
13-Oct-10,1.003,1
14-Oct-10,1.0036,1
15-Oct-10,1.0108,1
18-Oct-10,1.0149,1
19-Oct-10,1.0298,1
20-Oct-10,1.0245,1
21-Oct-10,1.0233,1
22-Oct-10,1.0263,1
25-Oct-10,1.0198,1
26-Oct-10,1.0223,1
27-Oct-10,1.032,1
28-Oct-10,1.0202,1
29-Oct-10,1.0188,1
01-Nov-10,1.0136,1
02-Nov-10,1.0099,1
03-Nov-10,1.0092,1
04-Nov-10,1.0024,1
05-Nov-10,1.0015,1
08-Nov-10,1.0022,1
09-Nov-10,1.0013,1
10-Nov-10,1.0017,1
11-Nov-10,,1
12-Nov-10,1.008,1
15-Nov-10,1.0065,1
16-Nov-10,1.0231,1
17-Nov-10,1.0207,1
18-Nov-10,1.0174,1
19-Nov-10,1.0208,1
22-Nov-10,1.0187,1
23-Nov-10,1.0245,1
24-Nov-10,1.0108,1
26-Nov-10,,1
29-Nov-10,1.0227,1
30-Nov-10,1.0264,1
01-Dec-10,1.016,1
02-Dec-10,1.0046,1
03-Dec-10,1.006,1
06-Dec-10,1.0058,1
07-Dec-10,1.0093,1
08-Dec-10,,1
09-Dec-10,1.0098,1
10-Dec-10,1.0093,1
13-Dec-10,1.0046,1
14-Dec-10,1.0041,1
15-Dec-10,1.0035,1
16-Dec-10,1.0056,1
17-Dec-10,1.0124,1
20-Dec-10,1.0178,1
21-Dec-10,1.0175,1
22-Dec-10,1.0148,1
23-Dec-10,1.0095,1
27-Dec-10,,1
28-Dec-10,,1
29-Dec-10,1.0003,1
30-Dec-10,1.0009,1
03-Jan-11,,1
04-Jan-11,0.9986,1
05-Jan-11,0.9947,1
06-Jan-11,0.9954,1
07-Jan-11,0.9934,1
10-Jan-11,0.9925,1
11-Jan-11,0.9903,1
12-Jan-11,,1
13-Jan-11,0.9868,1
14-Jan-11,0.9904,1
18-Jan-11,0.9911,1
19-Jan-11,0.9939,1
20-Jan-11,1.0001,1
21-Jan-11,0.9945,1
24-Jan-11,0.9934,1
25-Jan-11,0.9986,1
26-Jan-11,0.9953,1
27-Jan-11,0.9941,1
28-Jan-11,0.999,1
31-Jan-11,1.0022,1
01-Feb-11,0.9922,1
02-Feb-11,0.9883,1
03-Feb-11,0.9901,1
04-Feb-11,0.9901,1
07-Feb-11,,1
08-Feb-11,0.9906,1
09-Feb-11,,1
10-Feb-11,0.9955,1
11-Feb-11,,1
14-Feb-11,0.9885,1
15-Feb-11,0.9887,1
16-Feb-11,0.9855,1
17-Feb-11,0.9839,1
18-Feb-11,,1
22-Feb-11,0.9859,1
23-Feb-11,0.9924,1
24-Feb-11,0.9842,1
25-Feb-11,0.9809,1
28-Feb-11,0.9739,1
01-Mar-11,0.9743,1
02-Mar-11,0.9734,1
03-Mar-11,0.9747,1
04-Mar-11,0.9714,1
07-Mar-11,0.9738,1
08-Mar-11,0.9713,1
09-Mar-11,0.9686,1
10-Mar-11,0.9731,1
11-Mar-11,0.9734,1
14-Mar-11,0.9759,1
15-Mar-11,0.983,1
16-Mar-11,0.9918,1
17-Mar-11,0.9885,1
18-Mar-11,,1
21-Mar-11,0.9774,1
22-Mar-11,0.9768,1
23-Mar-11,0.9821,1
24-Mar-11,0.9748,1
25-Mar-11,0.9778,1
28-Mar-11,0.9758,1
29-Mar-11,,1
30-Mar-11,0.9714,1
31-Mar-11,0.9718,1
01-Apr-11,0.9629,1
04-Apr-11,0.9679,1
05-Apr-11,0.9636,1
06-Apr-11,0.9588,1
07-Apr-11,0.9593,1
08-Apr-11,,1
11-Apr-11,0.9547,1
12-Apr-11,0.9625,1
13-Apr-11,0.964,1
14-Apr-11,0.9626,1
15-Apr-11,0.9615,1
18-Apr-11,0.9691,1
19-Apr-11,0.9571,1
20-Apr-11,0.9524,1
21-Apr-11,0.9519,1
22-Apr-11,,1
25-Apr-11,0.9541,1
26-Apr-11,0.9507,1
27-Apr-11,0.9549,1
28-Apr-11,0.9511,1
29-Apr-11,0.9486,1
02-May-11,0.9492,1
03-May-11,0.949,1
04-May-11,0.958,1
05-May-11,0.9669,1
06-May-11,0.9617,1
09-May-11,0.9661,1
10-May-11,0.961,1
11-May-11,0.9582,1
12-May-11,0.9658,1
13-May-11,0.9709,1
16-May-11,,1
17-May-11,0.9773,1
18-May-11,0.9723,1
19-May-11,1.0308,1
20-May-11,0.9735,1
23-May-11,,1
24-May-11,0.9774,1
25-May-11,0.9765,1
26-May-11,0.9809,1
27-May-11,0.9771,1
31-May-11,0.9688,1
01-Jun-11,0.9714,1
02-Jun-11,0.9793,1
03-Jun-11,0.977,1
06-Jun-11,0.9785,1
07-Jun-11,0.9745,1
08-Jun-11,0.978,1
09-Jun-11,0.9732,1
10-Jun-11,0.9768,1
13-Jun-11,0.9779,1
14-Jun-11,0.9686,1
15-Jun-11,0.978,1
16-Jun-11,0.9843,1
17-Jun-11,0.9797,1
20-Jun-11,0.9785,1
21-Jun-11,0.9724,1
22-Jun-11,0.9726,1
23-Jun-11,0.9799,1
24-Jun-11,0.9849,1
27-Jun-11,0.9861,1
28-Jun-11,0.9821,1
29-Jun-11,0.9705,1
30-Jun-11,0.9643,1
01-Jul-11,,1
05-Jul-11,0.9608,1
06-Jul-11,0.9657,1
07-Jul-11,0.9586,1
08-Jul-11,0.9627,1
11-Jul-11,0.9666,1
12-Jul-11,0.9668,1
13-Jul-11,0.9582,1
14-Jul-11,0.9585,1
15-Jul-11,0.9536,1
18-Jul-11,0.9615,1
19-Jul-11,0.9506,1
20-Jul-11,,1
21-Jul-11,0.9451,1
22-Jul-11,0.9502,1
25-Jul-11,0.9449,1
26-Jul-11,0.9449,1
27-Jul-11,0.9474,1
28-Jul-11,0.9484,1
29-Jul-11,0.9538,1
01-Aug-11,,1
02-Aug-11,0.958,1
03-Aug-11,0.9634,1
04-Aug-11,0.9767,1
05-Aug-11,0.9843,1
08-Aug-11,0.989,1
09-Aug-11,0.9893,1
10-Aug-11,,1
11-Aug-11,0.9892,1
12-Aug-11,0.9879,1
15-Aug-11,0.9838,1
16-Aug-11,0.9817,1
17-Aug-11,0.982,1
18-Aug-11,0.9901,1
19-Aug-11,0.9849,1
22-Aug-11,0.9901,1
23-Aug-11,0.9877,1
24-Aug-11,0.988,1
25-Aug-11,0.9843,1
26-Aug-11,0.9853,1
29-Aug-11,0.978,1
30-Aug-11,0.9793,1
31-Aug-11,0.9784,1
01-Sep-11,0.9752,1
02-Sep-11,0.9815,1
06-Sep-11,0.991,1
07-Sep-11,0.9883,1
08-Sep-11,0.9859,1
09-Sep-11,,1
12-Sep-11,0.9957,1
13-Sep-11,0.9902,1
14-Sep-11,0.9913,1
15-Sep-11,0.9869,1
16-Sep-11,0.9814,1
19-Sep-11,0.9898,1
20-Sep-11,0.9924,1
21-Sep-11,0.9986,1
22-Sep-11,1.0329,1
23-Sep-11,1.0282,1
26-Sep-11,1.0339,1
27-Sep-11,1.0191,1
28-Sep-11,1.0225,1
29-Sep-11,1.0338,1
30-Sep-11,1.0389,1
03-Oct-11,1.044,1
04-Oct-11,1.0604,1
05-Oct-11,,1
06-Oct-11,1.043,1
07-Oct-11,1.0328,1
11-Oct-11,1.0287,1
12-Oct-11,1.0164,1
13-Oct-11,1.0238,1
14-Oct-11,1.0147,1
17-Oct-11,1.0152,1
18-Oct-11,1.0163,1
19-Oct-11,1.0136,1
20-Oct-11,1.0218,1
21-Oct-11,,1
24-Oct-11,1.0039,1
25-Oct-11,1.0144,1
26-Oct-11,1.0101,1
27-Oct-11,0.9942,1
28-Oct-11,0.9957,1
31-Oct-11,0.9935,1
01-Nov-11,1.0198,1
02-Nov-11,1.0126,1
03-Nov-11,1.0127,1
04-Nov-11,1.018,1
07-Nov-11,1.0172,1
08-Nov-11,1.014,1
09-Nov-11,1.0173,1
10-Nov-11,1.019,1
11-Nov-11,,1
14-Nov-11,1.0178,1
15-Nov-11,1.0235,1
16-Nov-11,1.0206,1
17-Nov-11,1.0226,1
18-Nov-11,1.0262,1
21-Nov-11,1.0385,1
22-Nov-11,1.0368,1
23-Nov-11,1.048,1
28-Nov-11,1.0327,1
29-Nov-11,1.0296,1
30-Nov-11,1.0197,1
01-Dec-11,1.0174,1
02-Dec-11,1.0165,1
05-Dec-11,1.0141,1
06-Dec-11,1.0117,1
07-Dec-11,1.0105,1
08-Dec-11,1.0193,1
09-Dec-11,1.0201,1
12-Dec-11,1.0275,1
13-Dec-11,1.0284,1
14-Dec-11,1.0406,1
15-Dec-11,1.0337,1
16-Dec-11,1.0388,1
19-Dec-11,1.0364,1
20-Dec-11,1.0285,1
21-Dec-11,1.0286,1
22-Dec-11,1.0214,1
23-Dec-11,1.0208,1
27-Dec-11,,1
28-Dec-11,1.0234,1
29-Dec-11,1.021,1
30-Dec-11,,1
03-Jan-12,1.009,1
04-Jan-12,1.0135,1
05-Jan-12,1.0197,1
06-Jan-12,1.0232,1
09-Jan-12,1.0272,1
10-Jan-12,1.0164,1
11-Jan-12,1.0192,1
12-Jan-12,1.0198,1
13-Jan-12,1.0245,1
17-Jan-12,1.0132,1
18-Jan-12,1.014,1
19-Jan-12,1.0095,1
20-Jan-12,1.0143,1
23-Jan-12,1.008,1
24-Jan-12,1.0097,1
25-Jan-12,1.012,1
26-Jan-12,0.9986,1
27-Jan-12,1.0013,1
30-Jan-12,1.0032,1
31-Jan-12,1.0052,1
01-Feb-12,0.9971,1
02-Feb-12,,1
03-Feb-12,0.9945,1
06-Feb-12,0.9954,1
07-Feb-12,0.9948,1
08-Feb-12,0.997,1
09-Feb-12,0.9941,1
10-Feb-12,1.0016,1
13-Feb-12,0.9996,1
14-Feb-12,0.9991,1
15-Feb-12,0.9965,1
16-Feb-12,0.9962,1
17-Feb-12,0.997,1
21-Feb-12,0.9955,1
22-Feb-12,1,1
23-Feb-12,0.9985,1
24-Feb-12,0.9988,1
27-Feb-12,0.9983,1
28-Feb-12,0.9956,1
29-Feb-12,0.9866,1
01-Mar-12,0.9849,1
02-Mar-12,0.9888,1
05-Mar-12,0.9936,1
06-Mar-12,1.0015,1
07-Mar-12,0.9993,1
08-Mar-12,0.9921,1
09-Mar-12,0.9895,1
12-Mar-12,0.9935,1
13-Mar-12,0.9905,1
14-Mar-12,0.9915,1
15-Mar-12,0.9929,1
16-Mar-12,0.9914,1
19-Mar-12,0.988,1
20-Mar-12,0.9933,1
21-Mar-12,0.9931,1
22-Mar-12,1.0003,1
23-Mar-12,0.9982,1
26-Mar-12,0.9922,1
27-Mar-12,0.9928,1
28-Mar-12,0.9984,1
29-Mar-12,0.9999,1
30-Mar-12,0.9991,1
02-Apr-12,0.9917,1
03-Apr-12,0.991,1
04-Apr-12,0.9962,1
05-Apr-12,0.9928,1
06-Apr-12,,1
09-Apr-12,0.9972,1
10-Apr-12,1.0028,1
11-Apr-12,1.0039,1
12-Apr-12,0.995,1
13-Apr-12,0.9979,1
16-Apr-12,1.0024,1
17-Apr-12,0.9878,1
18-Apr-12,0.9902,1
19-Apr-12,0.9927,1
20-Apr-12,0.9911,1
23-Apr-12,0.9936,1
24-Apr-12,0.9883,1
25-Apr-12,0.9848,1
26-Apr-12,0.9841,1
27-Apr-12,0.9807,1
30-Apr-12,0.9884,1
01-May-12,0.9839,1
02-May-12,0.9891,1
03-May-12,0.9868,1
04-May-12,0.9956,1
07-May-12,0.9935,1
08-May-12,0.9997,1
09-May-12,1.0015,1
10-May-12,1.0017,1
11-May-12,0.9968,1
14-May-12,1.0019,1
15-May-12,1.0029,1
16-May-12,1.0102,1
17-May-12,1.0164,1
18-May-12,1.021,1
21-May-12,,1
22-May-12,1.0191,1
23-May-12,1.0275,1
24-May-12,1.0275,1
25-May-12,1.0285,1
29-May-12,1.0253,1
30-May-12,1.0286,1
31-May-12,1.0349,1
01-Jun-12,1.038,1
04-Jun-12,1.0418,1
05-Jun-12,1.0414,1
06-Jun-12,1.0297,1
07-Jun-12,1.0244,1
08-Jun-12,1.0332,1
11-Jun-12,1.0283,1
12-Jun-12,1.0268,1
13-Jun-12,1.027,1
14-Jun-12,1.0247,1
15-Jun-12,1.0244,1
18-Jun-12,1.0266,1
19-Jun-12,1.0178,1
20-Jun-12,1.0194,1
21-Jun-12,1.0251,1
22-Jun-12,1.026,1
25-Jun-12,1.0303,1
26-Jun-12,1.0265,1
27-Jun-12,1.0257,1
28-Jun-12,1.0333,1
29-Jun-12,1.0191,1
02-Jul-12,,1
03-Jul-12,1.0123,1
05-Jul-12,1.0131,1
06-Jul-12,1.0199,1
09-Jul-12,1.0212,1
10-Jul-12,1.0203,1
11-Jul-12,1.0195,1
