"REF_DATE","GEO","DGUID","Class of electricity producer","Type of electricity generation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2009","Saskatchewan","2016A000247","Electricity producer, electric utilities","Total thermal generation","Megawatt hours","210","units ","0","v52300607","9.2.6","17042633","","","","0"
"2009","Saskatchewan","2016A000247","Electricity producer, electric utilities","Conventional steam turbine","Megawatt hours","210","units ","0","v52300608","9.2.7","14865230","","","","0"
"2009","Saskatchewan","2016A000247","Electricity producer, electric utilities","Internal combustion turbine","Megawatt hours","210","units ","0","v52300609","9.2.9","538","","","","0"
"2009","Saskatchewan","2016A000247","Electricity producer, electric utilities","Combustion turbine","Megawatt hours","210","units ","0","v52300603","9.2.10","2176865","","","","0"
"2009","Saskatchewan","2016A000247","Electricity producer, industries","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300610","9.3.1","185283","","","","0"
"2009","Saskatchewan","2016A000247","Electricity producer, industries","Total thermal generation","Megawatt hours","210","units ","0","v52300611","9.3.6","185283","","","","0"
"2009","Saskatchewan","2016A000247","Electricity producer, industries","Conventional steam turbine","Megawatt hours","210","units ","0","v52300612","9.3.7","184382","","","","0"
"2009","Saskatchewan","2016A000247","Electricity producer, industries","Internal combustion turbine","Megawatt hours","210","units ","0","v52300613","9.3.9","901","","","","0"
"2009","Alberta","2016A000248","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300374","10.1.1","67138321","","","","0"
"2009","Alberta","2016A000248","Total all classes of electricity producer","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300376","10.1.2","2961670","","","","0"
"2009","Alberta","2016A000248","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units ","0","v52300377","10.1.3","1624372","","","","0"
"2009","Alberta","2016A000248","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units ","0","v52300378","10.1.5","1337294","","","","0"
"2009","Alberta","2016A000248","Total all classes of electricity producer","Solar","Megawatt hours","210","units ","0","v54055576","10.1.11","4","","","","0"
"2009","Alberta","2016A000248","Total all classes of electricity producer","Total thermal generation","Megawatt hours","210","units ","0","v52300379","10.1.6","64176651","","","","0"
"2009","Alberta","2016A000248","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units ","0","v52300380","10.1.7","47905402","","","","0"
"2009","Alberta","2016A000248","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units ","0","v52300381","10.1.9","141036","","","","0"
"2009","Alberta","2016A000248","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units ","0","v52300375","10.1.10","16130213","","","","0"
"2009","Alberta","2016A000248","Electricity producer, electric utilities","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300382","10.2.1","55823680","","","","0"
"2009","Alberta","2016A000248","Electricity producer, electric utilities","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300384","10.2.2","2960610","","","","0"
"2009","Alberta","2016A000248","Electricity producer, electric utilities","Hydraulic turbine","Megawatt hours","210","units ","0","v52300385","10.2.3","1624372","","","","0"
"2009","Alberta","2016A000248","Electricity producer, electric utilities","Wind power turbine","Megawatt hours","210","units ","0","v52300386","10.2.5","1336234","","","","0"
"2009","Alberta","2016A000248","Electricity producer, electric utilities","Solar","Megawatt hours","210","units ","0","v54055577","10.2.11","4","","","","0"
"2009","Alberta","2016A000248","Electricity producer, electric utilities","Total thermal generation","Megawatt hours","210","units ","0","v52300387","10.2.6","52863070","","","","0"
"2009","Alberta","2016A000248","Electricity producer, electric utilities","Conventional steam turbine","Megawatt hours","210","units ","0","v52300388","10.2.7","43563709","","","","0"
"2009","Alberta","2016A000248","Electricity producer, electric utilities","Internal combustion turbine","Megawatt hours","210","units ","0","v52300389","10.2.9","140812","","","","0"
"2009","Alberta","2016A000248","Electricity producer, electric utilities","Combustion turbine","Megawatt hours","210","units ","0","v52300383","10.2.10","9158549","","","","0"
"2009","Alberta","2016A000248","Electricity producer, industries","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300390","10.3.1","11314641","","","","0"
"2009","Alberta","2016A000248","Electricity producer, industries","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300392","10.3.2","1060","","","","0"
"2009","Alberta","2016A000248","Electricity producer, industries","Wind power turbine","Megawatt hours","210","units ","0","v52300393","10.3.5","1060","","","","0"
"2009","Alberta","2016A000248","Electricity producer, industries","Total thermal generation","Megawatt hours","210","units ","0","v52300394","10.3.6","11313581","","","","0"
"2009","Alberta","2016A000248","Electricity producer, industries","Conventional steam turbine","Megawatt hours","210","units ","0","v52300395","10.3.7","4341693","","","","0"
"2009","Alberta","2016A000248","Electricity producer, industries","Internal combustion turbine","Megawatt hours","210","units ","0","v52300396","10.3.9","224","","","","0"
"2009","Alberta","2016A000248","Electricity producer, industries","Combustion turbine","Megawatt hours","210","units ","0","v52300391","10.3.10","6971664","","","","0"
"2009","British Columbia","2016A000259","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300397","11.1.1","65056651","","","","0"
"2009","British Columbia","2016A000259","Total all classes of electricity producer","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300399","11.1.2","58380745","","","","0"
"2009","British Columbia","2016A000259","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units ","0","v52300400","11.1.3","56462248","","","","0"
"2009","British Columbia","2016A000259","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units ","0","v54055526","11.1.5","","..","","","0"
"2009","British Columbia","2016A000259","Total all classes of electricity producer","Solar","Megawatt hours","210","units ","0","v103742515","11.1.11","","..","","","0"
"2009","British Columbia","2016A000259","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units ","0","v54055578","11.1.12","1918497","","","","0"
"2009","British Columbia","2016A000259","Total all classes of electricity producer","Total thermal generation","Megawatt hours","210","units ","0","v52300401","11.1.6","6675906","","","","0"
"2009","British Columbia","2016A000259","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units ","0","v52300402","11.1.7","4280443","","","","0"
"2009","British Columbia","2016A000259","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units ","0","v52300403","11.1.9","125639","","","","0"
"2009","British Columbia","2016A000259","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units ","0","v52300398","11.1.10","2269824","","","","0"
"2009","British Columbia","2016A000259","Electricity producer, electric utilities","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300404","11.2.1","51851506","","","","0"
"2009","British Columbia","2016A000259","Electricity producer, electric utilities","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300406","11.2.2","48181724","","","","0"
"2009","British Columbia","2016A000259","Electricity producer, electric utilities","Hydraulic turbine","Megawatt hours","210","units ","0","v52300407","11.2.3","46263227","","","","0"
"2009","British Columbia","2016A000259","Electricity producer, electric utilities","Wind power turbine","Megawatt hours","210","units ","0","v54055527","11.2.5","","..","","","0"
"2009","British Columbia","2016A000259","Electricity producer, electric utilities","Solar","Megawatt hours","210","units ","0","v103742516","11.2.11","","..","","","0"
"2009","British Columbia","2016A000259","Electricity producer, electric utilities","Other types of electricity generation","Megawatt hours","210","units ","0","v54055579","11.2.12","1918497","","","","0"
"2009","British Columbia","2016A000259","Electricity producer, electric utilities","Total thermal generation","Megawatt hours","210","units ","0","v52300408","11.2.6","3669782","","","","0"
"2009","British Columbia","2016A000259","Electricity producer, electric utilities","Conventional steam turbine","Megawatt hours","210","units ","0","v52300409","11.2.7","1295342","","","","0"
"2009","British Columbia","2016A000259","Electricity producer, electric utilities","Internal combustion turbine","Megawatt hours","210","units ","0","v52300410","11.2.9","104616","","","","0"
"2009","British Columbia","2016A000259","Electricity producer, electric utilities","Combustion turbine","Megawatt hours","210","units ","0","v52300405","11.2.10","2269824","","","","0"
"2009","British Columbia","2016A000259","Electricity producer, industries","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300411","11.3.1","13205145","","","","0"
"2009","British Columbia","2016A000259","Electricity producer, industries","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300412","11.3.2","10199021","","","","0"
"2009","British Columbia","2016A000259","Electricity producer, industries","Hydraulic turbine","Megawatt hours","210","units ","0","v52300413","11.3.3","10199021","","","","0"
"2009","British Columbia","2016A000259","Electricity producer, industries","Wind power turbine","Megawatt hours","210","units ","0","v103742517","11.3.5","","..","","","0"
"2009","British Columbia","2016A000259","Electricity producer, industries","Total thermal generation","Megawatt hours","210","units ","0","v52300414","11.3.6","3006124","","","","0"
"2009","British Columbia","2016A000259","Electricity producer, industries","Conventional steam turbine","Megawatt hours","210","units ","0","v52300415","11.3.7","2985101","","","","0"
"2009","British Columbia","2016A000259","Electricity producer, industries","Internal combustion turbine","Megawatt hours","210","units ","0","v52300416","11.3.9","21023","","","","0"
"2009","Yukon","2016A000260","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300417","12.1.1","401888","","","","0"
"2009","Yukon","2016A000260","Total all classes of electricity producer","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300418","12.1.2","379284","","","","0"
"2009","Yukon","2016A000260","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units ","0","v52300419","12.1.3","379056","","","","0"
"2009","Yukon","2016A000260","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units ","0","v52300420","12.1.5","228","","","","0"
"2009","Yukon","2016A000260","Total all classes of electricity producer","Total thermal generation","Megawatt hours","210","units ","0","v52300421","12.1.6","22604","","","","0"
"2009","Yukon","2016A000260","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units ","0","v52300422","12.1.9","22604","","","","0"
"2009","Yukon","2016A000260","Electricity producer, electric utilities","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300423","12.2.1","401888","","","","0"
"2009","Yukon","2016A000260","Electricity producer, electric utilities","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300424","12.2.2","379284","","","","0"
"2009","Yukon","2016A000260","Electricity producer, electric utilities","Hydraulic turbine","Megawatt hours","210","units ","0","v52300425","12.2.3","379056","","","","0"
"2009","Yukon","2016A000260","Electricity producer, electric utilities","Wind power turbine","Megawatt hours","210","units ","0","v52300426","12.2.5","228","","","","0"
"2009","Yukon","2016A000260","Electricity producer, electric utilities","Total thermal generation","Megawatt hours","210","units ","0","v52300427","12.2.6","22604","","","","0"
"2009","Yukon","2016A000260","Electricity producer, electric utilities","Internal combustion turbine","Megawatt hours","210","units ","0","v52300428","12.2.9","22604","","","","0"
"2009","Northwest Territories","2016A000261","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300429","13.1.1","662858","","","","0"
"2009","Northwest Territories","2016A000261","Total all classes of electricity producer","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300431","13.1.2","253952","","","","0"
"2009","Northwest Territories","2016A000261","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units ","0","v52300432","13.1.3","253952","","","","0"
"2009","Northwest Territories","2016A000261","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units ","0","v79441555","13.1.5","","..","","","0"
"2009","Northwest Territories","2016A000261","Total all classes of electricity producer","Solar","Megawatt hours","210","units ","0","v79441556","13.1.11","","..","","","0"
"2009","Northwest Territories","2016A000261","Total all classes of electricity producer","Total thermal generation","Megawatt hours","210","units ","0","v52300433","13.1.6","408906","","","","0"
"2009","Northwest Territories","2016A000261","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units ","0","v103742518","13.1.7","","..","","","0"
"2009","Northwest Territories","2016A000261","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units ","0","v52300434","13.1.9","399735","","","","0"
"2009","Northwest Territories","2016A000261","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units ","0","v52300430","13.1.10","9171","","","","0"
"2009","Northwest Territories","2016A000261","Electricity producer, electric utilities","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300435","13.2.1","342542","","","","0"
"2009","Northwest Territories","2016A000261","Electricity producer, electric utilities","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300437","13.2.2","253952","","","","0"
"2009","Northwest Territories","2016A000261","Electricity producer, electric utilities","Hydraulic turbine","Megawatt hours","210","units ","0","v52300438","13.2.3","253952","","","","0"
"2009","Northwest Territories","2016A000261","Electricity producer, electric utilities","Solar","Megawatt hours","210","units ","0","v79441557","13.2.11","","..","","","0"
"2009","Northwest Territories","2016A000261","Electricity producer, electric utilities","Total thermal generation","Megawatt hours","210","units ","0","v52300439","13.2.6","88590","","","","0"
"2009","Northwest Territories","2016A000261","Electricity producer, electric utilities","Conventional steam turbine","Megawatt hours","210","units ","0","v103742519","13.2.7","","..","","","0"
"2009","Northwest Territories","2016A000261","Electricity producer, electric utilities","Internal combustion turbine","Megawatt hours","210","units ","0","v52300440","13.2.9","88590","","","","0"
"2009","Northwest Territories","2016A000261","Electricity producer, electric utilities","Combustion turbine","Megawatt hours","210","units ","0","v52300436","13.2.10","","..","","","0"
"2009","Northwest Territories","2016A000261","Electricity producer, industries","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300441","13.3.1","320316","","","","0"
"2009","Northwest Territories","2016A000261","Electricity producer, industries","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v79441560","13.3.2","","..","","","0"
"2009","Northwest Territories","2016A000261","Electricity producer, industries","Wind power turbine","Megawatt hours","210","units ","0","v79441558","13.3.5","","..","","","0"
"2009","Northwest Territories","2016A000261","Electricity producer, industries","Total thermal generation","Megawatt hours","210","units ","0","v52300442","13.3.6","320316","","","","0"
"2009","Northwest Territories","2016A000261","Electricity producer, industries","Internal combustion turbine","Megawatt hours","210","units ","0","v52300443","13.3.9","311145","","","","0"
"2009","Northwest Territories","2016A000261","Electricity producer, industries","Combustion turbine","Megawatt hours","210","units ","0","v53518566","13.3.10","9171","","","","0"
"2009","Nunavut","2016A000262","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300444","14.1.1","161925","","","","0"
"2009","Nunavut","2016A000262","Total all classes of electricity producer","Total thermal generation","Megawatt hours","210","units ","0","v52300445","14.1.6","161925","","","","0"
"2009","Nunavut","2016A000262","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units ","0","v52300446","14.1.9","161925","","","","0"
"2009","Nunavut","2016A000262","Electricity producer, electric utilities","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300447","14.2.1","161925","","","","0"
"2009","Nunavut","2016A000262","Electricity producer, electric utilities","Total thermal generation","Megawatt hours","210","units ","0","v52300448","14.2.6","161925","","","","0"
"2009","Nunavut","2016A000262","Electricity producer, electric utilities","Internal combustion turbine","Megawatt hours","210","units ","0","v52300449","14.2.9","161925","","","","0"
"2010","Canada","2016A000011124","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300346","1.1.1","588016955","","","","0"
"2010","Canada","2016A000011124","Total all classes of electricity producer","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300348","1.1.2","359737173","","","","0"
"2010","Canada","2016A000011124","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units ","0","v52300349","1.1.3","347980845","","","","0"
"2010","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units ","0","v52300350","1.1.4","27680","","","","0"
"2010","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units ","0","v52300351","1.1.5","8636950","","","","0"
"2010","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units ","0","v54055572","1.1.11","115745","","","","0"
"2010","Canada","2016A000011124","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units ","0","v54055573","1.1.12","2975953","","","","0"
"2010","Canada","2016A000011124","Total all classes of electricity producer","Total thermal generation","Megawatt hours","210","units ","0","v52300352","1.1.6","228279782","","","","0"
"2010","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units ","0","v52300353","1.1.7","103118558","","","","0"
"2010","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units ","0","v52300354","1.1.8","85526588","","","","0"
"2010","Canada","2016A000011124","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units ","0","v52300355","1.1.9","1615274","","","","0"
"2010","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units ","0","v52300347","1.1.10","38019362","","","","0"
"2010","Canada","2016A000011124","Electricity producer, electric utilities","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300356","1.2.1","541845459","","","","0"
"2010","Canada","2016A000011124","Electricity producer, electric utilities","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300358","1.2.2","332798426","","","","0"
"2010","Canada","2016A000011124","Electricity producer, electric utilities","Hydraulic turbine","Megawatt hours","210","units ","0","v52300359","1.2.3","321043643","","","","0"
"2010","Canada","2016A000011124","Electricity producer, electric utilities","Tidal power turbine","Megawatt hours","210","units ","0","v52300360","1.2.4","27680","","","","0"
"2010","Canada","2016A000011124","Electricity producer, electric utilities","Wind power turbine","Megawatt hours","210","units ","0","v52300361","1.2.5","8635405","","","","0"
"2010","Canada","2016A000011124","Electricity producer, electric utilities","Solar","Megawatt hours","210","units ","0","v54055574","1.2.11","115745","","","","0"
"2010","Canada","2016A000011124","Electricity producer, electric utilities","Other types of electricity generation","Megawatt hours","210","units ","0","v54055575","1.2.12","2975953","","","","0"
"2010","Canada","2016A000011124","Electricity producer, electric utilities","Total thermal generation","Megawatt hours","210","units ","0","v52300362","1.2.6","209047033","","","","0"
"2010","Canada","2016A000011124","Electricity producer, electric utilities","Conventional steam turbine","Megawatt hours","210","units ","0","v52300363","1.2.7","93071180","","","","0"
"2010","Canada","2016A000011124","Electricity producer, electric utilities","Nuclear steam turbine","Megawatt hours","210","units ","0","v52300364","1.2.8","85526588","","","","0"
"2010","Canada","2016A000011124","Electricity producer, electric utilities","Internal combustion turbine","Megawatt hours","210","units ","0","v52300365","1.2.9","1117935","","","","0"
"2010","Canada","2016A000011124","Electricity producer, electric utilities","Combustion turbine","Megawatt hours","210","units ","0","v52300357","1.2.10","29331330","","","","0"
"2010","Canada","2016A000011124","Electricity producer, industries","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300366","1.3.1","46171496","","","","0"
"2010","Canada","2016A000011124","Electricity producer, industries","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300368","1.3.2","26938747","","","","0"
"2010","Canada","2016A000011124","Electricity producer, industries","Hydraulic turbine","Megawatt hours","210","units ","0","v52300369","1.3.3","26937202","","","","0"
"2010","Canada","2016A000011124","Electricity producer, industries","Wind power turbine","Megawatt hours","210","units ","0","v52300370","1.3.5","1545","","","","0"
"2010","Canada","2016A000011124","Electricity producer, industries","Solar","Megawatt hours","210","units ","0","v103742509","1.3.11","","..","","","0"
"2010","Canada","2016A000011124","Electricity producer, industries","Total thermal generation","Megawatt hours","210","units ","0","v52300371","1.3.6","19232749","","","","0"
"2010","Canada","2016A000011124","Electricity producer, industries","Conventional steam turbine","Megawatt hours","210","units ","0","v52300372","1.3.7","10047378","","","","0"
"2010","Canada","2016A000011124","Electricity producer, industries","Internal combustion turbine","Megawatt hours","210","units ","0","v52300373","1.3.9","497339","","","","0"
"2010","Canada","2016A000011124","Electricity producer, industries","Combustion turbine","Megawatt hours","210","units ","0","v52300367","1.3.10","8688032","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300450","2.1.1","41742835","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300452","2.1.2","40462085","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units ","0","v52300453","2.1.3","40278706","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units ","0","v52300454","2.1.5","183379","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Total thermal generation","Megawatt hours","210","units ","0","v52300455","2.1.6","1280750","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units ","0","v52300456","2.1.7","861860","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units ","0","v52300457","2.1.9","128626","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units ","0","v52300451","2.1.10","290264","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Electricity producer, electric utilities","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300458","2.2.1","40484527","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Electricity producer, electric utilities","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300460","2.2.2","39568762","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Electricity producer, electric utilities","Hydraulic turbine","Megawatt hours","210","units ","0","v52300461","2.2.3","39385383","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Electricity producer, electric utilities","Wind power turbine","Megawatt hours","210","units ","0","v52300462","2.2.5","183379","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Electricity producer, electric utilities","Total thermal generation","Megawatt hours","210","units ","0","v52300463","2.2.6","915765","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Electricity producer, electric utilities","Conventional steam turbine","Megawatt hours","210","units ","0","v52300464","2.2.7","861860","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Electricity producer, electric utilities","Internal combustion turbine","Megawatt hours","210","units ","0","v52300465","2.2.9","48201","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Electricity producer, electric utilities","Combustion turbine","Megawatt hours","210","units ","0","v52300459","2.2.10","5704","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Electricity producer, industries","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300466","2.3.1","1258308","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Electricity producer, industries","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300468","2.3.2","893323","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Electricity producer, industries","Hydraulic turbine","Megawatt hours","210","units ","0","v52300469","2.3.3","893323","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Electricity producer, industries","Total thermal generation","Megawatt hours","210","units ","0","v52300470","2.3.6","364985","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Electricity producer, industries","Internal combustion turbine","Megawatt hours","210","units ","0","v53518567","2.3.9","80425","","","","0"
"2010","Newfoundland and Labrador","2016A000210","Electricity producer, industries","Combustion turbine","Megawatt hours","210","units ","0","v52300467","2.3.10","284560","","","","0"
"2010","Prince Edward Island","2016A000211","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300471","3.1.1","461401","","","","0"
"2010","Prince Edward Island","2016A000211","Total all classes of electricity producer","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300473","3.1.2","457625","","","","0"
"2010","Prince Edward Island","2016A000211","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units ","0","v52300474","3.1.5","457625","","","","0"
"2010","Prince Edward Island","2016A000211","Total all classes of electricity producer","Total thermal generation","Megawatt hours","210","units ","0","v52300475","3.1.6","3776","","","","0"
"2010","Prince Edward Island","2016A000211","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units ","0","v52300476","3.1.7","4048","","","","0"
"2010","Prince Edward Island","2016A000211","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units ","0","v52300477","3.1.9","71","","","","0"
"2010","Prince Edward Island","2016A000211","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units ","0","v52300472","3.1.10","-343","","","","0"
"2010","Prince Edward Island","2016A000211","Electricity producer, electric utilities","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300478","3.2.1","461401","","","","0"
"2010","Prince Edward Island","2016A000211","Electricity producer, electric utilities","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300480","3.2.2","457625","","","","0"
"2010","Prince Edward Island","2016A000211","Electricity producer, electric utilities","Wind power turbine","Megawatt hours","210","units ","0","v52300481","3.2.5","457625","","","","0"
"2010","Prince Edward Island","2016A000211","Electricity producer, electric utilities","Total thermal generation","Megawatt hours","210","units ","0","v52300482","3.2.6","3776","","","","0"
"2010","Prince Edward Island","2016A000211","Electricity producer, electric utilities","Conventional steam turbine","Megawatt hours","210","units ","0","v52300483","3.2.7","4048","","","","0"
"2010","Prince Edward Island","2016A000211","Electricity producer, electric utilities","Internal combustion turbine","Megawatt hours","210","units ","0","v52300484","3.2.9","71","","","","0"
"2010","Prince Edward Island","2016A000211","Electricity producer, electric utilities","Combustion turbine","Megawatt hours","210","units ","0","v52300479","3.2.10","-343","","","","0"
"2010","Nova Scotia","2016A000212","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300485","4.1.1","11968887","","","","0"
"2010","Nova Scotia","2016A000212","Total all classes of electricity producer","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300487","4.1.2","1421096","","","","0"
"2010","Nova Scotia","2016A000212","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units ","0","v52300488","4.1.3","1006746","","","","0"
"2010","Nova Scotia","2016A000212","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units ","0","v52300489","4.1.4","27680","","","","0"
"2010","Nova Scotia","2016A000212","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units ","0","v52300490","4.1.5","386670","","","","0"
"2010","Nova Scotia","2016A000212","Total all classes of electricity producer","Total thermal generation","Megawatt hours","210","units ","0","v52300491","4.1.6","10547791","","","","0"
"2010","Nova Scotia","2016A000212","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units ","0","v52300492","4.1.7","10154899","","","","0"
"2010","Nova Scotia","2016A000212","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units ","0","v52300486","4.1.10","392892","","","","0"
"2010","Nova Scotia","2016A000212","Electricity producer, electric utilities","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300493","4.2.1","11717647","","","","0"
"2010","Nova Scotia","2016A000212","Electricity producer, electric utilities","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300495","4.2.2","1383795","","","","0"
"2010","Nova Scotia","2016A000212","Electricity producer, electric utilities","Hydraulic turbine","Megawatt hours","210","units ","0","v52300496","4.2.3","969445","","","","0"
"2010","Nova Scotia","2016A000212","Electricity producer, electric utilities","Tidal power turbine","Megawatt hours","210","units ","0","v52300497","4.2.4","27680","","","","0"
"2010","Nova Scotia","2016A000212","Electricity producer, electric utilities","Wind power turbine","Megawatt hours","210","units ","0","v52300498","4.2.5","386670","","","","0"
"2010","Nova Scotia","2016A000212","Electricity producer, electric utilities","Total thermal generation","Megawatt hours","210","units ","0","v52300499","4.2.6","10333852","","","","0"
"2010","Nova Scotia","2016A000212","Electricity producer, electric utilities","Conventional steam turbine","Megawatt hours","210","units ","0","v52300500","4.2.7","9940960","","","","0"
"2010","Nova Scotia","2016A000212","Electricity producer, electric utilities","Combustion turbine","Megawatt hours","210","units ","0","v52300494","4.2.10","392892","","","","0"
