"REF_DATE","GEO","DGUID","Class of electricity producer","Type of electricity generation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014","Yukon","2016A000260","Electricity producer, electric utilities","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300423","12.2.1","433686","","","","0"
"2014","Yukon","2016A000260","Electricity producer, electric utilities","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300424","12.2.2","411002","","","","0"
"2014","Yukon","2016A000260","Electricity producer, electric utilities","Hydraulic turbine","Megawatt hours","210","units ","0","v52300425","12.2.3","410668","","","","0"
"2014","Yukon","2016A000260","Electricity producer, electric utilities","Wind power turbine","Megawatt hours","210","units ","0","v52300426","12.2.5","334","","","","0"
"2014","Yukon","2016A000260","Electricity producer, electric utilities","Total thermal generation","Megawatt hours","210","units ","0","v52300427","12.2.6","22684","","","","0"
"2014","Yukon","2016A000260","Electricity producer, electric utilities","Internal combustion turbine","Megawatt hours","210","units ","0","v52300428","12.2.9","","..","","","0"
"2014","Yukon","2016A000260","Electricity producer, electric utilities","Total electricity production from combustible fuels","Megawatt hours","210","units ","0","v108795649","12.2.13","22684","","","","0"
"2014","Northwest Territories","2016A000261","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300429","13.1.1","776919","","","","0"
"2014","Northwest Territories","2016A000261","Total all classes of electricity producer","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300431","13.1.2","253887","","","","0"
"2014","Northwest Territories","2016A000261","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units ","0","v52300432","13.1.3","233916","","","","0"
"2014","Northwest Territories","2016A000261","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units ","0","v79441555","13.1.5","19854","","","","0"
"2014","Northwest Territories","2016A000261","Total all classes of electricity producer","Solar","Megawatt hours","210","units ","0","v79441556","13.1.11","117","","","","0"
"2014","Northwest Territories","2016A000261","Total all classes of electricity producer","Total thermal generation","Megawatt hours","210","units ","0","v52300433","13.1.6","523032","","","","0"
"2014","Northwest Territories","2016A000261","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units ","0","v103742518","13.1.7","","..","","","0"
"2014","Northwest Territories","2016A000261","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units ","0","v52300434","13.1.9","","..","","","0"
"2014","Northwest Territories","2016A000261","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units ","0","v52300430","13.1.10","","..","","","0"
"2014","Northwest Territories","2016A000261","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units ","0","v108795650","13.1.13","523032","","","","0"
"2014","Northwest Territories","2016A000261","Electricity producer, electric utilities","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300435","13.2.1","349971","","","","0"
"2014","Northwest Territories","2016A000261","Electricity producer, electric utilities","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300437","13.2.2","234033","","","","0"
"2014","Northwest Territories","2016A000261","Electricity producer, electric utilities","Hydraulic turbine","Megawatt hours","210","units ","0","v52300438","13.2.3","233916","","","","0"
"2014","Northwest Territories","2016A000261","Electricity producer, electric utilities","Solar","Megawatt hours","210","units ","0","v79441557","13.2.11","117","","","","0"
"2014","Northwest Territories","2016A000261","Electricity producer, electric utilities","Total thermal generation","Megawatt hours","210","units ","0","v52300439","13.2.6","115938","","","","0"
"2014","Northwest Territories","2016A000261","Electricity producer, electric utilities","Conventional steam turbine","Megawatt hours","210","units ","0","v103742519","13.2.7","","..","","","0"
"2014","Northwest Territories","2016A000261","Electricity producer, electric utilities","Internal combustion turbine","Megawatt hours","210","units ","0","v52300440","13.2.9","","..","","","0"
"2014","Northwest Territories","2016A000261","Electricity producer, electric utilities","Combustion turbine","Megawatt hours","210","units ","0","v52300436","13.2.10","","..","","","0"
"2014","Northwest Territories","2016A000261","Electricity producer, electric utilities","Total electricity production from combustible fuels","Megawatt hours","210","units ","0","v108795651","13.2.13","115938","","","","0"
"2014","Northwest Territories","2016A000261","Electricity producer, industries","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300441","13.3.1","426948","","","","0"
"2014","Northwest Territories","2016A000261","Electricity producer, industries","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v79441560","13.3.2","19854","","","","0"
"2014","Northwest Territories","2016A000261","Electricity producer, industries","Wind power turbine","Megawatt hours","210","units ","0","v79441558","13.3.5","19854","","","","0"
"2014","Northwest Territories","2016A000261","Electricity producer, industries","Other types of electricity generation","Megawatt hours","210","units ","0","v113651384","13.3.12","","..","","","0"
"2014","Northwest Territories","2016A000261","Electricity producer, industries","Total thermal generation","Megawatt hours","210","units ","0","v52300442","13.3.6","407094","","","","0"
"2014","Northwest Territories","2016A000261","Electricity producer, industries","Internal combustion turbine","Megawatt hours","210","units ","0","v52300443","13.3.9","","..","","","0"
"2014","Northwest Territories","2016A000261","Electricity producer, industries","Combustion turbine","Megawatt hours","210","units ","0","v53518566","13.3.10","","..","","","0"
"2014","Northwest Territories","2016A000261","Electricity producer, industries","Total electricity production from combustible fuels","Megawatt hours","210","units ","0","v108795652","13.3.13","407094","","","","0"
"2014","Nunavut","2016A000262","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300444","14.1.1","157598","","","","0"
"2014","Nunavut","2016A000262","Total all classes of electricity producer","Total thermal generation","Megawatt hours","210","units ","0","v52300445","14.1.6","157598","","","","0"
"2014","Nunavut","2016A000262","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units ","0","v52300446","14.1.9","","..","","","0"
"2014","Nunavut","2016A000262","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units ","0","v108795653","14.1.13","157598","","","","0"
"2014","Nunavut","2016A000262","Electricity producer, electric utilities","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300447","14.2.1","157598","","","","0"
"2014","Nunavut","2016A000262","Electricity producer, electric utilities","Total thermal generation","Megawatt hours","210","units ","0","v52300448","14.2.6","157598","","","","0"
"2014","Nunavut","2016A000262","Electricity producer, electric utilities","Internal combustion turbine","Megawatt hours","210","units ","0","v52300449","14.2.9","","..","","","0"
"2014","Nunavut","2016A000262","Electricity producer, electric utilities","Total electricity production from combustible fuels","Megawatt hours","210","units ","0","v108795654","14.2.13","157598","","","","0"
"2015","Canada","2016A000011124","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300346","1.1.1","640327058","","","","0"
"2015","Canada","2016A000011124","Total all classes of electricity producer","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300348","1.1.2","406756801","","","","0"
"2015","Canada","2016A000011124","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units ","0","v52300349","1.1.3","378481214","","","","0"
"2015","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units ","0","v52300350","1.1.4","12820","","","","0"
"2015","Canada","2016A000011124","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units ","0","v52300351","1.1.5","26696727","","","","0"
"2015","Canada","2016A000011124","Total all classes of electricity producer","Solar","Megawatt hours","210","units ","0","v54055572","1.1.11","1426619","","","","0"
"2015","Canada","2016A000011124","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units ","0","v54055573","1.1.12","139421","","","","0"
"2015","Canada","2016A000011124","Total all classes of electricity producer","Total thermal generation","Megawatt hours","210","units ","0","v52300352","1.1.6","233570257","","","","0"
"2015","Canada","2016A000011124","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units ","0","v52300353","1.1.7","","..","","","0"
"2015","Canada","2016A000011124","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units ","0","v52300354","1.1.8","96045793","","","","0"
"2015","Canada","2016A000011124","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units ","0","v52300355","1.1.9","","..","","","0"
"2015","Canada","2016A000011124","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units ","0","v52300347","1.1.10","","..","","","0"
"2015","Canada","2016A000011124","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units ","0","v108795615","1.1.13","137524464","","","","0"
"2015","Canada","2016A000011124","Electricity producer, electric utilities","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300356","1.2.1","576382037","","","","0"
"2015","Canada","2016A000011124","Electricity producer, electric utilities","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300358","1.2.2","372820380","","","","0"
"2015","Canada","2016A000011124","Electricity producer, electric utilities","Hydraulic turbine","Megawatt hours","210","units ","0","v52300359","1.2.3","345143560","","","","0"
"2015","Canada","2016A000011124","Electricity producer, electric utilities","Tidal power turbine","Megawatt hours","210","units ","0","v52300360","1.2.4","12820","","","","0"
"2015","Canada","2016A000011124","Electricity producer, electric utilities","Wind power turbine","Megawatt hours","210","units ","0","v52300361","1.2.5","26314922","","","","0"
"2015","Canada","2016A000011124","Electricity producer, electric utilities","Solar","Megawatt hours","210","units ","0","v54055574","1.2.11","1209846","","","","0"
"2015","Canada","2016A000011124","Electricity producer, electric utilities","Other types of electricity generation","Megawatt hours","210","units ","0","v54055575","1.2.12","139232","","","","0"
"2015","Canada","2016A000011124","Electricity producer, electric utilities","Total thermal generation","Megawatt hours","210","units ","0","v52300362","1.2.6","203561657","","","","0"
"2015","Canada","2016A000011124","Electricity producer, electric utilities","Conventional steam turbine","Megawatt hours","210","units ","0","v52300363","1.2.7","","..","","","0"
"2015","Canada","2016A000011124","Electricity producer, electric utilities","Nuclear steam turbine","Megawatt hours","210","units ","0","v52300364","1.2.8","96045793","","","","0"
"2015","Canada","2016A000011124","Electricity producer, electric utilities","Internal combustion turbine","Megawatt hours","210","units ","0","v52300365","1.2.9","","..","","","0"
"2015","Canada","2016A000011124","Electricity producer, electric utilities","Combustion turbine","Megawatt hours","210","units ","0","v52300357","1.2.10","","..","","","0"
"2015","Canada","2016A000011124","Electricity producer, electric utilities","Total electricity production from combustible fuels","Megawatt hours","210","units ","0","v108795616","1.2.13","107515864","","","","0"
"2015","Canada","2016A000011124","Electricity producer, industries","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300366","1.3.1","63945021","","","","0"
"2015","Canada","2016A000011124","Electricity producer, industries","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300368","1.3.2","33936421","","","","0"
"2015","Canada","2016A000011124","Electricity producer, industries","Hydraulic turbine","Megawatt hours","210","units ","0","v52300369","1.3.3","33337654","","","","0"
"2015","Canada","2016A000011124","Electricity producer, industries","Wind power turbine","Megawatt hours","210","units ","0","v52300370","1.3.5","381805","","","","0"
"2015","Canada","2016A000011124","Electricity producer, industries","Solar","Megawatt hours","210","units ","0","v103742509","1.3.11","216773","","","","0"
"2015","Canada","2016A000011124","Electricity producer, industries","Total thermal generation","Megawatt hours","210","units ","0","v52300371","1.3.6","30008600","","","","0"
"2015","Canada","2016A000011124","Electricity producer, industries","Conventional steam turbine","Megawatt hours","210","units ","0","v52300372","1.3.7","","..","","","0"
"2015","Canada","2016A000011124","Electricity producer, industries","Internal combustion turbine","Megawatt hours","210","units ","0","v52300373","1.3.9","","..","","","0"
"2015","Canada","2016A000011124","Electricity producer, industries","Combustion turbine","Megawatt hours","210","units ","0","v52300367","1.3.10","","..","","","0"
"2015","Canada","2016A000011124","Electricity producer, industries","Total electricity production from combustible fuels","Megawatt hours","210","units ","0","v108795617","1.3.13","30008600","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300450","2.1.1","41753204","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300452","2.1.2","39858254","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units ","0","v52300453","2.1.3","39685862","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units ","0","v52300454","2.1.5","172392","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Total thermal generation","Megawatt hours","210","units ","0","v52300455","2.1.6","1894950","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units ","0","v52300456","2.1.7","","..","","","0"
"2015","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units ","0","v52300457","2.1.9","","..","","","0"
"2015","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units ","0","v52300451","2.1.10","","..","","","0"
"2015","Newfoundland and Labrador","2016A000210","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units ","0","v108795618","2.1.13","1894950","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Electricity producer, electric utilities","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300458","2.2.1","40505226","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Electricity producer, electric utilities","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300460","2.2.2","38942158","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Electricity producer, electric utilities","Hydraulic turbine","Megawatt hours","210","units ","0","v52300461","2.2.3","38769766","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Electricity producer, electric utilities","Wind power turbine","Megawatt hours","210","units ","0","v52300462","2.2.5","172392","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Electricity producer, electric utilities","Total thermal generation","Megawatt hours","210","units ","0","v52300463","2.2.6","1563068","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Electricity producer, electric utilities","Conventional steam turbine","Megawatt hours","210","units ","0","v52300464","2.2.7","","..","","","0"
"2015","Newfoundland and Labrador","2016A000210","Electricity producer, electric utilities","Internal combustion turbine","Megawatt hours","210","units ","0","v52300465","2.2.9","","..","","","0"
"2015","Newfoundland and Labrador","2016A000210","Electricity producer, electric utilities","Combustion turbine","Megawatt hours","210","units ","0","v52300459","2.2.10","","..","","","0"
"2015","Newfoundland and Labrador","2016A000210","Electricity producer, electric utilities","Total electricity production from combustible fuels","Megawatt hours","210","units ","0","v108795619","2.2.13","1563068","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Electricity producer, industries","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300466","2.3.1","1247978","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Electricity producer, industries","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300468","2.3.2","916096","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Electricity producer, industries","Hydraulic turbine","Megawatt hours","210","units ","0","v52300469","2.3.3","916096","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Electricity producer, industries","Total thermal generation","Megawatt hours","210","units ","0","v52300470","2.3.6","331882","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Electricity producer, industries","Internal combustion turbine","Megawatt hours","210","units ","0","v53518567","2.3.9","","..","","","0"
"2015","Newfoundland and Labrador","2016A000210","Electricity producer, industries","Combustion turbine","Megawatt hours","210","units ","0","v52300467","2.3.10","","..","","","0"
"2015","Newfoundland and Labrador","2016A000210","Electricity producer, industries","Total electricity production from combustible fuels","Megawatt hours","210","units ","0","v108795620","2.3.13","331882","","","","0"
"2015","Prince Edward Island","2016A000211","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300471","3.1.1","615932","","","","0"
"2015","Prince Edward Island","2016A000211","Total all classes of electricity producer","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300473","3.1.2","606094","","","","0"
"2015","Prince Edward Island","2016A000211","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units ","0","v52300474","3.1.5","606094","","","","0"
"2015","Prince Edward Island","2016A000211","Total all classes of electricity producer","Total thermal generation","Megawatt hours","210","units ","0","v52300475","3.1.6","9838","","","","0"
"2015","Prince Edward Island","2016A000211","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units ","0","v52300476","3.1.7","","..","","","0"
"2015","Prince Edward Island","2016A000211","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units ","0","v52300477","3.1.9","","..","","","0"
"2015","Prince Edward Island","2016A000211","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units ","0","v52300472","3.1.10","","..","","","0"
"2015","Prince Edward Island","2016A000211","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units ","0","v108795621","3.1.13","9838","","","","0"
"2015","Prince Edward Island","2016A000211","Electricity producer, electric utilities","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300478","3.2.1","615932","","","","0"
"2015","Prince Edward Island","2016A000211","Electricity producer, electric utilities","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300480","3.2.2","606094","","","","0"
"2015","Prince Edward Island","2016A000211","Electricity producer, electric utilities","Wind power turbine","Megawatt hours","210","units ","0","v52300481","3.2.5","606094","","","","0"
"2015","Prince Edward Island","2016A000211","Electricity producer, electric utilities","Total thermal generation","Megawatt hours","210","units ","0","v52300482","3.2.6","9838","","","","0"
"2015","Prince Edward Island","2016A000211","Electricity producer, electric utilities","Conventional steam turbine","Megawatt hours","210","units ","0","v52300483","3.2.7","","..","","","0"
"2015","Prince Edward Island","2016A000211","Electricity producer, electric utilities","Internal combustion turbine","Megawatt hours","210","units ","0","v52300484","3.2.9","","..","","","0"
"2015","Prince Edward Island","2016A000211","Electricity producer, electric utilities","Combustion turbine","Megawatt hours","210","units ","0","v52300479","3.2.10","","..","","","0"
"2015","Prince Edward Island","2016A000211","Electricity producer, electric utilities","Total electricity production from combustible fuels","Megawatt hours","210","units ","0","v108795622","3.2.13","9838","","","","0"
"2015","Prince Edward Island","2016A000211","Electricity producer, industries","Total electricity production from combustible fuels","Megawatt hours","210","units ","0","v108795623","3.3.13","","..","","","0"
"2015","Nova Scotia","2016A000212","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300485","4.1.1","10220036","","","","0"
"2015","Nova Scotia","2016A000212","Total all classes of electricity producer","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300487","4.1.2","1829565","","","","0"
"2015","Nova Scotia","2016A000212","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units ","0","v52300488","4.1.3","1008671","","","","0"
"2015","Nova Scotia","2016A000212","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units ","0","v52300489","4.1.4","12820","","","","0"
"2015","Nova Scotia","2016A000212","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units ","0","v52300490","4.1.5","808074","","","","0"
"2015","Nova Scotia","2016A000212","Total all classes of electricity producer","Total thermal generation","Megawatt hours","210","units ","0","v52300491","4.1.6","8390471","","","","0"
"2015","Nova Scotia","2016A000212","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units ","0","v52300492","4.1.7","","..","","","0"
"2015","Nova Scotia","2016A000212","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units ","0","v52300486","4.1.10","","..","","","0"
"2015","Nova Scotia","2016A000212","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units ","0","v108795624","4.1.13","8390471","","","","0"
"2015","Nova Scotia","2016A000212","Electricity producer, electric utilities","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300493","4.2.1","10049679","","","","0"
"2015","Nova Scotia","2016A000212","Electricity producer, electric utilities","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300495","4.2.2","1829565","","","","0"
"2015","Nova Scotia","2016A000212","Electricity producer, electric utilities","Hydraulic turbine","Megawatt hours","210","units ","0","v52300496","4.2.3","1008671","","","","0"
"2015","Nova Scotia","2016A000212","Electricity producer, electric utilities","Tidal power turbine","Megawatt hours","210","units ","0","v52300497","4.2.4","12820","","","","0"
"2015","Nova Scotia","2016A000212","Electricity producer, electric utilities","Wind power turbine","Megawatt hours","210","units ","0","v52300498","4.2.5","808074","","","","0"
"2015","Nova Scotia","2016A000212","Electricity producer, electric utilities","Total thermal generation","Megawatt hours","210","units ","0","v52300499","4.2.6","8220114","","","","0"
"2015","Nova Scotia","2016A000212","Electricity producer, electric utilities","Conventional steam turbine","Megawatt hours","210","units ","0","v52300500","4.2.7","","..","","","0"
"2015","Nova Scotia","2016A000212","Electricity producer, electric utilities","Combustion turbine","Megawatt hours","210","units ","0","v52300494","4.2.10","","..","","","0"
"2015","Nova Scotia","2016A000212","Electricity producer, electric utilities","Total electricity production from combustible fuels","Megawatt hours","210","units ","0","v108795625","4.2.13","8220114","","","","0"
"2015","Nova Scotia","2016A000212","Electricity producer, industries","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300501","4.3.1","170357","","","","0"
"2015","Nova Scotia","2016A000212","Electricity producer, industries","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300502","4.3.2","0","","","","0"
"2015","Nova Scotia","2016A000212","Electricity producer, industries","Hydraulic turbine","Megawatt hours","210","units ","0","v52300503","4.3.3","0","","","","0"
"2015","Nova Scotia","2016A000212","Electricity producer, industries","Wind power turbine","Megawatt hours","210","units ","0","v1014073250","4.3.5","0","","","","0"
"2015","Nova Scotia","2016A000212","Electricity producer, industries","Total thermal generation","Megawatt hours","210","units ","0","v52300504","4.3.6","170357","","","","0"
"2015","Nova Scotia","2016A000212","Electricity producer, industries","Conventional steam turbine","Megawatt hours","210","units ","0","v52300505","4.3.7","","..","","","0"
"2015","Nova Scotia","2016A000212","Electricity producer, industries","Total electricity production from combustible fuels","Megawatt hours","210","units ","0","v108795626","4.3.13","170357","","","","0"
"2015","New Brunswick","2016A000213","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300506","5.1.1","13939741","","","","0"
"2015","New Brunswick","2016A000213","Total all classes of electricity producer","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300508","5.1.2","3407203","","","","0"
"2015","New Brunswick","2016A000213","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units ","0","v52300509","5.1.3","2615121","","","","0"
"2015","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units ","0","v53518568","5.1.5","792082","","","","0"
"2015","New Brunswick","2016A000213","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units ","0","v103742510","5.1.12","0","","","","0"
"2015","New Brunswick","2016A000213","Total all classes of electricity producer","Total thermal generation","Megawatt hours","210","units ","0","v52300510","5.1.6","10532538","","","","0"
"2015","New Brunswick","2016A000213","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units ","0","v52300511","5.1.7","","..","","","0"
"2015","New Brunswick","2016A000213","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units ","0","v52300512","5.1.8","4277036","","","","0"
"2015","New Brunswick","2016A000213","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units ","0","v52300513","5.1.9","","..","","","0"
"2015","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units ","0","v52300507","5.1.10","","..","","","0"
"2015","New Brunswick","2016A000213","Total all classes of electricity producer","Total electricity production from combustible fuels","Megawatt hours","210","units ","0","v108795627","5.1.13","6255502","","","","0"
"2015","New Brunswick","2016A000213","Electricity producer, electric utilities","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300514","5.2.1","13315082","","","","0"
"2015","New Brunswick","2016A000213","Electricity producer, electric utilities","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300516","5.2.2","3407203","","","","0"
"2015","New Brunswick","2016A000213","Electricity producer, electric utilities","Hydraulic turbine","Megawatt hours","210","units ","0","v52300517","5.2.3","2615121","","","","0"
"2015","New Brunswick","2016A000213","Electricity producer, electric utilities","Wind power turbine","Megawatt hours","210","units ","0","v53518569","5.2.5","792082","","","","0"
"2015","New Brunswick","2016A000213","Electricity producer, electric utilities","Other types of electricity generation","Megawatt hours","210","units ","0","v103742511","5.2.12","0","","","","0"
"2015","New Brunswick","2016A000213","Electricity producer, electric utilities","Total thermal generation","Megawatt hours","210","units ","0","v52300518","5.2.6","9907879","","","","0"
"2015","New Brunswick","2016A000213","Electricity producer, electric utilities","Conventional steam turbine","Megawatt hours","210","units ","0","v52300519","5.2.7","","..","","","0"
"2015","New Brunswick","2016A000213","Electricity producer, electric utilities","Nuclear steam turbine","Megawatt hours","210","units ","0","v52300520","5.2.8","4277036","","","","0"
"2015","New Brunswick","2016A000213","Electricity producer, electric utilities","Internal combustion turbine","Megawatt hours","210","units ","0","v52300521","5.2.9","","..","","","0"
"2015","New Brunswick","2016A000213","Electricity producer, electric utilities","Combustion turbine","Megawatt hours","210","units ","0","v52300515","5.2.10","","..","","","0"
"2015","New Brunswick","2016A000213","Electricity producer, electric utilities","Total electricity production from combustible fuels","Megawatt hours","210","units ","0","v108795628","5.2.13","5630843","","","","0"
"2015","New Brunswick","2016A000213","Electricity producer, industries","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300522","5.3.1","624659","","","","0"
"2015","New Brunswick","2016A000213","Electricity producer, industries","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300523","5.3.2","0","","","","0"
"2015","New Brunswick","2016A000213","Electricity producer, industries","Hydraulic turbine","Megawatt hours","210","units ","0","v52300524","5.3.3","0","","","","0"
"2015","New Brunswick","2016A000213","Electricity producer, industries","Total thermal generation","Megawatt hours","210","units ","0","v52300525","5.3.6","624659","","","","0"
"2015","New Brunswick","2016A000213","Electricity producer, industries","Conventional steam turbine","Megawatt hours","210","units ","0","v52300526","5.3.7","","..","","","0"
"2015","New Brunswick","2016A000213","Electricity producer, industries","Internal combustion turbine","Megawatt hours","210","units ","0","v79441552","5.3.9","","..","","","0"
"2015","New Brunswick","2016A000213","Electricity producer, industries","Total electricity production from combustible fuels","Megawatt hours","210","units ","0","v108795629","5.3.13","624659","","","","0"
"2015","Quebec","2016A000224","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300527","6.1.1","202473624","","","","0"
"2015","Quebec","2016A000224","Total all classes of electricity producer","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300529","6.1.2","200788132","","","","0"
"2015","Quebec","2016A000224","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units ","0","v52300530","6.1.3","194366260","","","","0"
"2015","Quebec","2016A000224","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units ","0","v52300531","6.1.5","6420621","","","","0"
"2015","Quebec","2016A000224","Total all classes of electricity producer","Solar","Megawatt hours","210","units ","0","v115963815","6.1.11","1251","","","","0"
"2015","Quebec","2016A000224","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units ","0","v103742512","6.1.12","0","","","","0"
"2015","Quebec","2016A000224","Total all classes of electricity producer","Total thermal generation","Megawatt hours","210","units ","0","v52300532","6.1.6","1685492","","","","0"
"2015","Quebec","2016A000224","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units ","0","v52300533","6.1.7","","..","","","0"
"2015","Quebec","2016A000224","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units ","0","v52300534","6.1.8","0","","","","0"
"2015","Quebec","2016A000224","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units ","0","v52300535","6.1.9","","..","","","0"
