"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"GEEGBUS","201208","12.407","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201209","12.371","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201210","12.648","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201211","12.819","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201212","13.23","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201213","148.092","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201301","13.185","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201302","11.795","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201303","13.15","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201304","12.157","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201305","12.477","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201306","12.196","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201307","12.755","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201308","12.617","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201309","12.397","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201310","13.009","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201311","11.74","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201312","13.029","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201313","150.506","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201401","12.886","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201402","11.47","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201403","12.721","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201404","12.492","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201405","12.671","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201406","12.3","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201407","12.549","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201408","12.641","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201409","12.435","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201410","12.792","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201411","12.957","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201412","13.076","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201413","150.99","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201501","12.692","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201502","11.743","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201503","12.991","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201504","11.858","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201505","12.955","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201506","12.13","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201507","12.643","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201508","12.526","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201509","11.209","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201510","12.329","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201511","12.428","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201512","12.832","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201513","148.336","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201601","12.297","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201602","11.479","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201603","12.142","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201604","11.161","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201605","12.388","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201606","11.553","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201607","12.105","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201608","12.226","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201609","12.248","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201610","12.492","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201611","12.591","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201612","13.422","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201613","146.104","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201701","12.962","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201702","11.414","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201703","12.78","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201704","12.357","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201705","11.994","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201706","11.827","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201707","12.647","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201708","12.557","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201709","12.267","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201710","11.186","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201711","12.02","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201712","12.722","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201713","146.733","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201801","12.211","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201802","11.599","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201803","12.443","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201804","10.815","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201805","12.587","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201806","11.834","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201807","12.469","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201808","12.446","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201809","12.089","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201810","11.59","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201811","12.116","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201812","12.861","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201813","145.06","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201901","12.559","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201902","11.538","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201903","12.68","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201904","11.035","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201905","11.924","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201906","12.094","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201907","12.547","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201908","12.552","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201909","12.335","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201910","11.278","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201911","9.737","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201912","11.459","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","201913","141.739","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","202001","11.099","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","202002","10.143","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","202003","13.166","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","202004","11.979","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","202005","12.581","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","202006","11.913","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"GEEGBUS","202007","12.916","2","Geothermal Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","194913","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","195013","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","195113","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","195213","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","195313","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","195413","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","195513","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","195613","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","195713","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","195813","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","195913","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","196013","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","196113","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","196213","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","196313","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","196413","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","196513","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","196613","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","196713","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","196813","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","196913","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197013","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197113","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197213","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197301","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197302","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197303","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197304","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197305","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197306","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197307","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197308","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197309","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197310","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197311","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197312","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197313","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197401","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197402","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197403","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197404","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197405","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197406","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197407","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197408","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197409","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197410","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197411","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197412","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197413","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197501","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197502","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197503","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197504","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197505","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197506","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197507","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197508","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197509","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197510","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197511","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197512","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197513","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197601","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197602","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197603","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197604","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197605","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197606","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197607","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197608","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197609","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197610","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197611","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197612","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197613","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197701","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197702","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197703","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197704","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197705","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197706","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197707","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197708","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197709","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197710","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197711","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197712","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197713","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197801","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197802","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197803","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197804","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197805","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197806","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197807","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197808","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197809","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197810","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197811","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197812","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197813","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197901","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197902","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197903","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197904","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197905","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197906","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197907","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197908","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197909","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197910","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197911","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197912","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","197913","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198001","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198002","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198003","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198004","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198005","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198006","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198007","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198008","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198009","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198010","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198011","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198012","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198013","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198101","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198102","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198103","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198104","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198105","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198106","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198107","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198108","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198109","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198110","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198111","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198112","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198113","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198201","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198202","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198203","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198204","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198205","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198206","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198207","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198208","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198209","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198210","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198211","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198212","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198213","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198301","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198302","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198303","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198304","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198305","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198306","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198307","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198308","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198309","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198310","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198311","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198312","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198313","Not Available","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198401","-0.001","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198402","0.001","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198403","0.002","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198404","0.003","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198405","0.007","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198406","0.01","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198407","0.003","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198408","0.009","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198409","0.01","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198410","0.007","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198411","0.004","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
"SOEGBUS","198412","0","3","Solar Energy Consumed by the Electric Power Sector","Trillion Btu"
