"Electric power generation, monthly generation by type of electricity" 1 2
"Monthly"
"Table: 25-10-0015-01 (formerly CANSIM 127-0002)"
"Geography: Canada, Province or territory"

"","Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"","Total all classes of electricity producer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Type of electricity generation","January 2008","February 2008","March 2008","April 2008","May 2008","June 2008","July 2008","August 2008","September 2008","October 2008","November 2008","December 2008","January 2009","February 2009","March 2009","April 2009","May 2009","June 2009","July 2009","August 2009","September 2009","October 2009","November 2009","December 2009","January 2010","February 2010","March 2010","April 2010","May 2010","June 2010","July 2010","August 2010","September 2010","October 2010","November 2010","December 2010","January 2011","February 2011","March 2011","April 2011","May 2011","June 2011","July 2011","August 2011","September 2011","October 2011","November 2011","December 2011","January 2012","February 2012","March 2012","April 2012","May 2012","June 2012","July 2012","August 2012","September 2012","October 2012","November 2012","December 2012","January 2013","February 2013","March 2013","April 2013","May 2013","June 2013","July 2013","August 2013","September 2013","October 2013","November 2013","December 2013","January 2014","February 2014","March 2014","April 2014","May 2014","June 2014","July 2014","August 2014","September 2014","October 2014","November 2014","December 2014","January 2015","February 2015","March 2015","April 2015","May 2015","June 2015","July 2015","August 2015","September 2015","October 2015","November 2015","December 2015","January 2016","February 2016","March 2016","April 2016","May 2016","June 2016","July 2016","August 2016","September 2016","October 2016","November 2016","December 2016","January 2017","February 2017","March 2017","April 2017","May 2017","June 2017","July 2017","August 2017","September 2017","October 2017","November 2017","December 2017","January 2018","February 2018","March 2018","April 2018","May 2018","June 2018","July 2018","August 2018","September 2018","October 2018","November 2018","December 2018","January 2019","February 2019","March 2019","April 2019","May 2019","June 2019","July 2019","August 2019","September 2019","October 2019","November 2019","December 2019","January 2020","February 2020","March 2020","April 2020","May 2020","June 2020","July 2020"
"","Megawatt hours",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Total all types of electricity generation","59,082,501","55,885,424","55,068,839","48,248,631","45,495,615","44,966,961","49,424,948","48,066,719","43,684,551","46,570,962","48,214,813","56,568,724","59,539,341","51,232,146","52,223,235","44,174,117","43,092,495","42,537,244","44,943,777","46,021,395","42,530,088","47,357,167","46,814,279","57,035,235","58,679,092","51,859,976","51,129,869","44,237,908","42,653,259","42,534,130","45,298,282","43,655,176","39,913,848","42,988,948","47,537,822","56,271,377","58,717,825","52,013,676","53,713,281","46,647,271","45,489,643","43,112,968","47,874,247","47,165,459","43,300,252","45,060,611","47,515,941","54,839,638","58,104,035","51,934,746","51,614,413","46,417,982","45,932,634","44,614,478","48,825,024","48,144,767","43,676,149","48,163,383","51,625,924","55,821,469","59,931,424","53,351,007","54,263,640","48,104,442","46,197,094","45,784,142","48,848,397","48,397,125","44,729,414","47,727,959","52,969,116","60,400,808","60,251,049r","53,553,403r","55,854,771r","47,648,737r","45,241,004r","44,156,323r","46,718,490r","47,448,094r","44,715,421r","45,033,527r","51,679,130","57,625,402","60,976,764r","55,306,305r","55,274,560r","47,738,184r","44,559,705r","44,340,191r","46,765,949r","46,555,243r","43,653,195r","44,733,343r","48,985,388r","53,866,923","64,228,215","57,932,188","57,108,230","49,984,993","47,876,205","48,570,853","51,862,903","52,360,113","48,218,628","50,292,133","54,378,537","63,478,977","64,336,790","56,478,939","60,362,690","50,661,308","48,775,704","47,909,090","51,917,093","52,051,624","48,600,320","48,302,177","55,609,066","64,374,045","64,642,732","55,620,202","57,207,806","50,031,270","48,069,188","46,988,668","52,651,949","52,023,757","47,146,162","50,360,713","55,582,816","61,146,016","65,004,816","58,953,750","58,035,343","49,245,084","47,648,024","46,090,104","51,665,262","50,141,218","46,658,323","48,748,723","56,153,835","62,046,861","62,688,776","58,319,993","57,669,232","48,788,175","46,851,983","47,297,242","52,811,707"
"Hydraulic turbine 3","36,647,695","35,553,845","34,786,029","30,858,656","29,209,400","27,809,714","29,970,356","28,602,613","25,681,856","28,015,482","29,749,979","35,759,449","37,344,969","32,552,582","32,535,803","28,067,011","28,316,052","26,621,591","27,742,461","28,040,066","25,779,280","30,261,111","29,627,955","35,994,862","37,823,888","33,382,706","32,356,479","28,198,030","26,412,430","25,516,226","26,514,150","24,600,442","22,272,534","25,171,537","29,382,805","35,786,621","37,821,517","33,921,357","34,831,301","30,020,948","29,338,699","27,537,920","29,576,515","28,893,689","26,214,437","27,844,301","30,467,212","36,310,535","38,098,944","33,656,157","32,741,946","29,897,120","29,252,857","27,870,401","30,455,006","30,078,545","26,983,470","29,640,853","32,355,769","35,329,219","39,022,511","35,037,897","35,789,093","30,676,441","29,523,458","28,863,478","29,794,337","29,672,669","27,224,870","29,300,595","33,272,231","39,124,579","39,218,948","35,201,905","35,869,576","30,225,577","28,492,191","27,260,695","28,310,114","28,679,604","26,385,462","26,508,752","31,946,590","37,009,291","40,195,617r","36,302,652r","35,359,010r","30,735,746r","28,167,590r","27,571,908r","28,516,331r","28,039,038r","27,391,364r","28,494,616r","30,435,090r","34,412,802","38,747,905","35,251,985","34,489,638","30,221,408","29,237,293","28,353,774","29,381,391","29,467,536","27,082,934","28,613,538","32,021,848","38,536,625","40,044,490","35,074,258","37,765,109","31,193,921","29,334,594","28,514,198","30,492,145","30,502,780","28,557,015","26,976,970","32,781,348","39,516,482","39,537,867","34,264,398","35,061,659","30,472,185","29,192,152","27,964,114","30,257,694","29,442,704","26,133,334","28,871,850","33,093,348","37,347,226","40,029,873","36,476,917","34,503,522","29,368,993","28,647,501","26,575,500","29,046,436","28,182,732","25,906,683","27,040,872","33,916,695","37,945,459","38,793,697","36,174,255","35,303,514","29,069,458","28,453,370","28,247,292","31,325,048"
"Conventional steam turbine 4","11,021,441","10,394,851","10,641,638","9,137,800","8,288,088","8,743,941","9,655,088","9,659,891","8,760,636","8,876,686","9,057,049","10,027,516","11,348,149","9,194,843","9,309,300","7,954,263","7,954,274","7,286,042","7,623,833","8,205,492","7,648,969","8,183,046","7,948,616","10,362,664","10,720,844","9,231,040","8,879,650","7,436,590","8,132,553","8,358,597","9,447,555","9,176,516","7,813,458","7,580,046","8,436,370","8,977,614","9,024,770","7,917,432","8,137,263","6,555,255","6,221,587","6,184,957","7,955,624","7,497,469","7,158,004","7,068,902","7,469,116","7,584,495","8,530,648","8,140,743","7,876,486","6,654,515","6,384,701","6,152,365","7,192,815","7,625,906","7,221,761","7,343,265","7,636,011","8,617,006","8,669,380","7,855,985","7,661,314","6,804,492","6,433,177","6,460,969","7,480,652","7,136,773","6,559,934","7,239,722","7,688,207","8,628,622r","8,544,640r","7,699,790r","8,167,755r","7,027,717r","6,502,445","6,571,669","6,979,674","7,232,689","6,743,734","6,984,027","7,690,731","8,128,620","8,099,151r","7,688,097r","7,474,327r","6,543,750r","5,812,561r","6,222,765r","6,872,434r","7,211,695r","6,909,205r","7,024,832r","7,245,120r","7,871,582","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"Nuclear steam turbine 5","8,963,878","7,615,360","7,260,833","6,172,735","5,999,932","6,642,693","7,851,791","7,849,761","7,401,882","7,509,668","7,087,442","8,276,834","8,248,888","7,163,734","7,938,137","6,049,831","4,827,468","6,718,136","7,530,869","7,792,323","7,130,753","6,700,868","6,889,830","8,310,297","7,677,218","7,063,947","7,369,147","6,154,512","5,593,617","6,433,695","6,929,975","7,424,830","7,551,384","7,505,896","6,956,253","8,559,415","8,759,674","7,255,893","7,737,125","7,192,979","7,386,716","6,982,763","7,815,150","8,246,076","7,566,850","7,210,519","6,299,205","7,581,395","7,584,642","6,689,647","7,348,972","6,756,890","7,416,537","7,695,019","8,352,534","7,643,016","6,747,205","7,891,766","8,450,488","8,407,404","8,470,491","7,243,241","7,310,763","7,301,882","7,296,162","7,939,174","8,851,919","8,846,838","8,204,614","8,133,441","8,473,353","8,899,347","8,687,494","7,527,812","8,434,528","7,398,286","7,489,919","7,950,398","8,783,927","9,073,629","9,014,043","8,588,764","8,804,909","9,167,389","9,180,622r","8,307,371","9,230,529","7,737,381","7,985,257","8,084,872","8,900,017r","8,678,391","6,965,168","6,323,797","8,448,485","8,533,084","8,924,259","8,277,984","8,187,787","6,893,613","6,099,520","7,534,815","8,695,749","8,534,692","8,132,948","8,109,476","7,960,068","8,336,401","8,870,860","7,273,362","7,797,008","6,972,705","7,425,111","8,147,245","8,820,685","8,352,150","7,531,593","7,932,015","7,944,905","8,675,005","8,504,618","7,253,201","8,059,778","6,917,811","7,139,208","7,658,958","8,511,908","8,480,434","7,882,606","8,332,360","7,992,560","8,303,803","8,549,062","6,760,438","7,036,618","6,653,391","7,242,145","8,614,105","8,848,481","9,017,838","8,200,224","8,395,475","7,626,498","8,524,981","8,898,281","7,438,587","7,938,734","7,538,723","7,481,037","7,954,673","9,057,266"
"Internal combustion turbine 6","105,643","96,886","93,605","83,360","76,660","70,058","83,260","63,093","76,854","80,984","85,892","95,782","103,081","85,003","91,949","82,821","76,933","71,309","67,625","68,176","72,774","87,480","84,220","96,387","97,121","85,371","89,391","95,021","79,745","105,031","89,998","88,920","68,126","83,615","91,466","99,586","104,476","96,296","102,448","91,411","103,623","79,732","76,990","92,641","79,096","92,694","95,900","105,961","117,474","110,419","108,406","89,088","88,918","80,332","76,084","97,623","72,343","96,607","118,469","102,961","126,215","108,249","102,702","95,930","89,069","86,839","84,716","78,883","89,917","93,651","119,626","124,610","115,853","103,293","106,316","93,400","85,974","77,988","81,912","85,446","85,065","102,434","104,522","114,692","121,085r","113,245r","113,278r","101,245r","92,131r","89,368r","90,648r","94,366r","88,477r","100,683r","99,868","111,582","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"Combustion turbine 7","2,154,775","2,087,892","2,132,409","1,855,890","1,792,890","1,598,850","1,773,989","1,790,211","1,649,144","1,897,999","2,062,308","2,221,282","2,307,103","2,093,153","2,177,502","1,855,453","1,770,140","1,751,781","1,894,037","1,818,195","1,770,375","1,975,523","2,066,821","2,120,428","2,090,343","1,902,546","2,149,376","2,043,234","2,145,933","1,881,870","2,078,769","2,143,841","1,864,646","2,211,336","2,237,409","2,415,018","2,429,841","2,135,729","2,274,835","2,079,854","1,861,729","1,858,250","2,034,982","2,047,346","1,729,067","2,113,703","2,217,687","2,314,596","2,740,609","2,555,526","2,595,927","2,215,796","2,118,639","2,191,593","2,315,868","2,218,030","2,016,679","2,250,562","2,248,358","2,477,436","2,522,430","2,238,511","2,619,270","2,309,918","2,086,938","1,894,196","2,156,206","2,212,423","1,997,836","2,175,115","2,345,647","2,713,255","2,540,965","2,242,687","2,373,676","2,000,159","2,081,857","1,767,388","1,992,115","1,914,356","1,844,674","1,947,735","2,184,465","2,324,104","2,312,858r","2,130,816r","2,159,237r","1,759,070r","1,858,365r","1,870,017r","1,917,378r","2,021,475r","1,650,844r","1,857,346r","1,850,733r","2,053,897","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"Total electricity production from combustible fuels 8","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","13,198,111","11,279,020","11,731,616","10,304,031","9,978,273","10,182,041","11,723,718","12,433,667","10,725,872","10,911,766","11,302,875","12,963,025","12,423,939","11,121,024","11,631,511","9,740,521","9,382,215","8,806,229","10,685,531","11,207,795","10,406,230","9,978,050","11,519,573","12,817,893","12,805,399","10,943,364","11,179,679","9,741,183","9,062,862","8,896,947","11,668,956","12,032,532","10,821,419","10,108,125","11,103,850","12,150,139","12,584,367","12,454,427","12,762,248","9,826,118","9,417,139","8,711,451","11,618,061","10,851,616","10,051,850","10,399,478","11,289,110","11,891,937","12,047,020","11,033,654","10,815,471","8,877,077","7,817,487","8,445,256","10,213,804"
